0
0,3599
1,3601
2,3602
3,3603
4,3611
5,3622
6,3629
7,3635
8,3639
9,3641
10,3646
11,3647
12,3649
13,3651
14,3653
15,3661
16,3662
17,3665
18,3667
19,3669
20,3679
21,3683
22,3687
23,3693
24,3694
25,3695
26,3707
27,3711
28,3713
29,3715
30,3721
31,3722
32,3734
33,3737
34,3742
35,3743
36,3746
37,3747
38,3749
39,3754
40,3755
41,3758
42,3763
43,3777
44,3778
45,3781
46,3785
47,3787
48,3791
49,3799
50,3802
51,3805
52,3809
53,3811
54,3814
55,3817
56,3826
57,3827
58,3829
59,3831
60,3837
61,3839
62,3841
63,3845
64,3849
65,3859
66,3862
67,3865
68,3866
69,3867
70,3869
71,3873
72,3883
73,3891
74,3893
75,3898
76,3899
77,3901
78,3902
79,3903
80,3909
81,3921
82,3935
83,3937
84,3941
85,3946
86,3949
87,3953
88,3957
89,3958
90,3959
91,3961
92,3963
93,3973
94,3974
95,3977
96,3979
97,3981
98,3983
99,3985
100,3986
101,3991
102,3994
103,3997
104,3998
105,4006
106,4009
107,4022
108,4031
109,4033
110,4034
111,4037
112,4039
113,4043
114,4045
115,4054
116,4055
117,4058
118,4061
119,4063
120,4069
121,4078
122,4083
123,4087
124,4097
125,4101
126,4103
127,4105
128,4106
129,4109
130,4115
131,4117
132,4119
133,4121
134,4126
135,4135
136,4138
137,4141
138,4143
139,4145
140,4151
141,4162
142,4163
143,4166
144,4169
145,4171
146,4174
147,4178
148,4181
149,4183
150,4187
151,4189
152,4193
153,4195
154,4197
155,4198
156,4207
157,4213
158,4222
159,4223
160,4226
161,4227
162,4237
163,4247
164,4249
165,4258
166,4262
167,4265
168,4267
169,4269
170,4274
171,4279
172,4281
173,4282
174,4285
175,4286
176,4287
177,4291
178,4295
179,4299
180,4303
181,4306
182,4307
183,4309
184,4313
185,4315
186,4317
187,4319
188,4321
189,4322
190,4331
191,4333
192,4341
193,4343
194,4351
195,4353
196,4358
197,4359
198,4367
199,4369
200,4377
201,4379
202,4381
203,4385
204,4387
205,4393
206,4399
207,4405
208,4406
209,4411
210,4413
211,4414
212,4415
213,4417
214,4426
215,4427
216,4429
217,4435
218,4439
219,4442
220,4443
221,4449
222,4453
223,4461
224,4467
225,4469
226,4471
227,4474
228,4478
229,4479
230,4486
231,4487
232,4489
233,4497
234,4499
235,4501
236,4502
237,4511
238,4529
239,4531
240,4533
241,4534
242,4535
243,4537
244,4538
245,4541
246,4546
247,4553
248,4555
249,4559
250,4562
251,4569
252,4571
253,4573
254,4574
255,4577
256,4579
257,4586
258,4589
259,4593
260,4594
261,4595
262,4601
263,4607
264,4609
265,4613
266,4618
267,4619
268,4622
269,4627
270,4629
271,4631
272,4633
273,4645
274,4647
275,4659
276,4661
277,4666
278,4667
279,4677
280,4678
281,4681
282,4682
283,4685
284,4687
285,4694
286,4699
287,4701
288,4702
289,4705
290,4709
291,4711
292,4713
293,4714
294,4717
295,4727
296,4735
297,4737
298,4739
299,4741
300,4742
301,4747
302,4749
303,4754
304,4757
305,4762
306,4763
307,4765
308,4766
309,4769
310,4771
311,4777
312,4778
313,4781
314,4786
315,4791
316,4798
317,4803
318,4811
319,4819
320,4821
321,4822
322,4827
323,4829
324,4834
325,4835
326,4837
327,4839
328,4841
329,4843
330,4846
331,4847
332,4849
333,4853
334,4855
335,4857
336,4859
337,4863
338,4867
339,4873
340,4874
341,4881
342,4882
343,4883
344,4885
345,4891
346,4894
347,4897
348,4907
349,4911
350,4915
351,4918
352,4927
353,4934
354,4939
355,4946
356,4954
357,4955
358,4963
359,4971
360,4979
361,4981
362,4985
363,4989
364,4997
365,5001
366,5006
367,5007
368,5017
369,5027
370,5029
371,5033
372,5041
373,5042
374,5045
375,5053
376,5057
377,5062
378,5063
379,5065
380,5069
381,5071
382,5078
383,5079
384,5086
385,5089
386,5091
387,5093
388,5095
389,5097
390,5098
391,5102
392,5105
393,5111
394,5114
395,5123
396,5127
397,5129
398,5131
399,5137
400,5141
401,5143
402,5149
403,5155
404,5158
405,5161
406,5163
407,5165
408,5169
409,5173
410,5177
411,5182
412,5183
413,5186
414,5191
415,5195
416,5199
417,5201
418,5207
419,5213
420,5218
421,5219
422,5221
423,5223
424,5234
425,5241
426,5242
427,5245
428,5249
429,5251
430,5255
431,5257
432,5259
433,5263
434,5266
435,5267
436,5269
437,5277
438,5287
439,5293
440,5294
441,5299
442,5305
443,5311
444,5314
445,5315
446,5317
447,5318
448,5321
449,5326
450,5327
451,5329
452,5331
453,5339
454,5342
455,5345
456,5349
457,5353
458,5354
459,5357
460,5359
461,5361
462,5363
463,5366
464,5367
465,5371
466,5374
467,5377
468,5378
469,5383
470,5386
471,5389
472,5398
473,5401
474,5403
475,5411
476,5414
477,5422
478,5426
479,5429
480,5433
481,5435
482,5438
483,5447
484,5455
485,5458
486,5459
487,5461
488,5462
489,5465
490,5469
491,5473
492,5482
493,5485
494,5489
495,5493
496,5497
497,5498
498,5506
499,5509
500,5513
501,5515
502,5533
503,5534
504,5539
505,5541
506,5543
507,5545
508,5549
509,5554
510,5561
511,5567
512,5578
513,5579
514,5582
515,5583
516,5585
517,5587
518,5594
519,5597
520,5599
521,5601
522,5602
523,5603
524,5606
525,5609
526,5611
527,5613
528,5615
529,5617
530,5619
531,5627
532,5629
533,5631
534,5633
535,5637
536,5638
537,5645
538,5663
539,5666
540,5667
541,5671
542,5674
543,5677
544,5686
545,5699
546,5702
547,5703
548,5707
549,5713
550,5714
551,5721
552,5722
553,5723
554,5729
555,5731
556,5739
557,5747
558,5753
559,5755
560,5758
561,5759
562,5761
563,5765
564,5767
565,5771
566,5773
567,5774
568,5777
569,5789
570,5793
571,5794
572,5799
573,5803
574,5806
575,5809
576,5815
577,5818
578,5833
579,5834
580,5837
581,5847
582,5853
583,5854
584,5855
585,5873
586,5878
587,5891
588,5893
589,5899
590,5905
591,5906
592,5909
593,5911
594,5914
595,5917
596,5919
597,5921
598,5926
599,5933
600,5935
601,5937
602,5938
603,5941
604,5942
605,5947
606,5951
607,5959
608,5961
609,5963
610,5965
611,5969
612,5971
613,5977
614,5979
615,5983
616,5989
617,5991
618,5993
619,5997
620,5998
621,5999
622,6001
623,6002
624,6005
625,6009
626,6013
627,6017
628,6019
629,6022
630,6023
631,6031
632,6033
633,6038
634,6041
635,6046
636,6049
637,6051
638,6059
639,6065
640,6071
641,6074
642,6077
643,6081
644,6082
645,6085
646,6087
647,6098
648,6103
649,6107
650,6109
651,6115
652,6117
653,6119
654,6122
655,6127
656,6134
657,6139
658,6145
659,6155
660,6157
661,6158
662,6159
663,6161
664,6166
665,6167
666,6169
667,6178
668,6179
669,6181
670,6185
671,6187
672,6189
673,6191
674,6193
675,6207
676,6209
677,6218
678,6227
679,6233
680,6238
681,6239
682,6241
683,6242
684,6243
685,6245
686,6249
687,6259
688,6261
689,6267
690,6274
691,6281
692,6283
693,6289
694,6295
695,6297
696,6313
697,6319
698,6326
699,6331
700,6333
701,6334
702,6338
