,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
4841,0,1,1886,943,943,1886,1886,943,1886,943,1886,1886,943,1886,1886,1886,943,943,1886,1886,1886,943,1886,1886,1886,943,1886,943,943,1886,1886,1886,1886,1886,1886,1886,943,943,1886,1886,1886,1886,1886,1886,1886,1886,82,-1,41,943,1886,943,1886,1886,1886,1886,1886,1886,1886,943,1886,943,1886,943,943,943,1886,1886,943,1886,1886,1886,1886,1886,1886,943,1886,1886,1886,1886,1886,943,46,-1,23,1886,1886,1886,1886,1886,1886,1886,1886,82,-1,41,1886,1886,1886,1886
4429,0,1,897,1794,897,1794,1794,1794,299,897,598,1794,598,1794,598,598,897,598,299,1794,1794,299,598,138,138,897,1794,598,1794,1794,1794,1794,897,598,1794,1794,897,1794,598,1794,1794,598,897,1794,1794,1794,26,-1,78,897,897,897,598,1794,1794,69,138,598,598,1794,1794,598,598,1794,299,299,1794,598,1794,598,1794,598,897,1794,1794,1794,1794,1794,46,-1,46,897,1794,897,897,1794,1794,598,1794,299,1794,598,1794,26,-1,39,598,299,897,1794
3811,0,1,396,198,198,396,44,198,132,99,66,66,99,396,132,396,99,396,396,396,396,198,36,-1,36,198,33,66,198,132,198,44,396,198,198,396,22,-1,22,396,198,198,396,44,198,12,-1,3,66,99,396,132,396,198,396,396,396,396,198,396,132,396,198,66,66,198,132,198,4,-1,9,99,396,22,-1,11,396,198,198,396,44,99,132,198,66,66,198,396,132,396,198,36,-1,36,396,198,396,132,396,198
3193,0,1,663,1326,663,1326,1326,1326,221,663,442,1326,1326,663,442,1326,663,1326,663,663,1326,1326,442,51,102,663,663,442,1326,1326,1326,1326,663,1326,1326,1326,663,1326,663,1326,1326,1326,1326,1326,1326,1326,39,78,1326,663,663,1326,663,1326,1326,51,6,78,1326,1326,1326,442,1326,1326,221,1326,1326,1326,1326,442,1326,1326,663,1326,1326,1326,663,1326,102,-1,34,663,1326,663,1326,1326,1326,1326,1326,442,1326,1326,663,442,442,1326,1326,663,663,1326
2987,0,1,1785,1190,1785,510,3570,3570,595,595,1190,3570,3570,1190,170,1785,1785,510,1785,1785,714,3570,1190,238,1190,255,714,1190,3570,1785,119,1190,357,3570,238,3570,1785,238,1785,238,3570,714,1190,3570,3570,714,30,210,714,1785,1785,714,3570,3570,510,3570,210,30,1785,3570,1785,1190,3570,3570,595,3570,170,3570,3570,1190,102,-1,17,1190,3570,3570,85,3570,3570,595,1190,595,3570,1785,3570,510,3570,3570,510,1190,1190,357,3570,1190,238,1190,510,714,1785,3570
2369,0,1,396,594,198,594,1188,594,132,297,1188,1188,594,1188,1188,297,99,396,1188,396,594,297,297,396,1188,297,297,198,594,54,108,594,396,132,198,297,594,108,18,1188,1188,132,1188,198,1188,66,66,1188,594,297,1188,1188,1188,1188,396,396,1188,1188,1188,1188,594,594,1188,66,66,1188,18,-1,12,1188,1188,198,1188,297,594,198,44,396,594,1188,594,297,198,594,594,1188,396,594,594,297,396,1188,396,198,594,1188,108,54,1188,1188
1957,0,1,1100,1100,550,550,110,1100,1100,550,44,1100,1100,550,110,1100,275,110,1100,550,550,550,50,-1,25,275,1100,1100,1100,1100,550,275,220,550,1100,1100,55,550,1100,220,1100,220,1100,550,220,50,-1,50,1100,550,1100,1100,275,1100,275,1100,550,220,275,1100,220,1100,220,1100,550,110,1100,1100,50,-1,50,275,1100,1100,1100,1100,550,550,275,550,550,275,550,1100,110,550,1100,55,550,1100,1100,4,-1,100,1100,55,550,550,1100,1100
6283,0,1,900,900,450,225,90,300,300,450,36,300,300,450,90,900,225,90,100,-1,50,450,450,450,225,225,300,300,900,900,150,150,180,450,900,900,45,50,-1,20,900,180,900,450,180,150,300,450,900,150,300,900,450,900,225,900,50,-1,25,900,180,900,180,900,150,30,900,900,75,60,450,450,900,900,900,100,-1,50,450,450,225,225,450,300,30,450,900,15,150,900,900,36,225,900,100,-1,50,450,900,900
1339,0,1,1300,1300,650,1300,130,1300,1300,650,52,1300,1300,650,260,1300,325,130,1300,1300,1300,1300,1300,100,325,650,1300,1300,1300,1300,100,1300,260,1300,1300,1300,65,650,1300,260,1300,260,1300,650,260,1300,1300,650,1300,650,1300,1300,50,-1,25,1300,1300,260,1300,1300,260,1300,260,1300,650,260,1300,1300,325,260,650,1300,1300,1300,1300,1300,100,650,650,1300,1300,325,650,100,260,1300,1300,260,1300,1300,1300,52,1300,1300,1300,65,650,325,1300,1300
7979,0,1,522,522,261,261,522,87,174,261,522,174,174,522,522,522,261,261,58,-1,29,522,522,522,522,261,87,174,261,522,174,174,522,522,522,261,261,58,-1,58,522,522,522,522,522,87,174,522,522,87,174,522,522,522,522,522,58,-1,2,-1,18,522,261,261,87,174,261,522,87,174,522,522,522,522,261,58,-1,58,522,522,261,261,522,174,174,261,522,87,174,522,522,522,522,522,58,-1,58,522,522,522
1919,0,1,154,462,77,462,33,66,154,231,462,154,462,231,462,462,77,462,462,462,462,154,14,-1,21,231,462,154,462,462,462,231,154,462,462,77,33,66,462,154,462,77,22,-1,22,14,-1,7,462,33,66,154,231,462,77,462,462,462,231,77,462,462,462,462,77,154,462,462,42,-1,14,462,462,462,462,154,462,462,77,66,66,231,154,462,154,22,-1,11,154,462,154,42,-1,6,154,231,231,154,462,462
2323,0,1,100,300,50,75,30,300,100,150,60,300,300,150,30,100,25,30,300,75,150,150,150,50,150,75,300,100,300,100,50,-1,20,50,300,100,15,150,300,20,300,60,300,150,60,150,100,50,300,150,300,300,150,300,50,300,75,60,50,300,20,100,-1,100,50,30,100,300,150,60,50,75,300,300,300,300,150,50,25,150,75,75,150,300,30,50,300,15,150,100,300,20,50,-1,100,5,150,25,300,300
3131,0,1,5406,1802,2703,5406,5406,5406,1802,901,1802,5406,5406,901,901,5406,2703,5406,5406,2703,5406,5406,1802,901,1802,2703,5406,1802,5406,2703,901,1802,5406,2703,901,5406,2703,1802,5406,1802,5406,2703,1802,5406,5406,5406,318,318,5406,2703,5406,5406,2703,5406,5406,5406,159,318,5406,5406,5406,901,5406,5406,901,5406,1802,5406,5406,1802,5406,5406,1802,1802,5406,5406,901,5406,5406,901,1802,901,5406,2703,5406,5406,5406,5406,5406,1802,1802,5406,2703,1802,1802,1802,5406,5406,5406,5406
7171,0,1,90,90,45,9,18,15,30,45,90,30,30,90,90,90,45,90,30,-1,15,90,90,90,90,9,6,30,45,90,6,-1,18,90,90,45,9,6,-1,5,90,90,90,90,90,15,30,45,90,15,30,90,90,90,90,90,6,-1,10,90,90,18,-1,9,15,30,45,18,6,30,90,90,90,90,90,30,-1,10,90,90,45,45,45,30,30,90,90,3,6,90,90,90,18,-1,2,-1,30,90,18,18
6767,0,1,828,621,414,1242,2484,621,276,621,2484,2484,1242,2484,2484,1242,207,828,2484,828,1242,621,1242,828,2484,621,1242,207,1242,1242,2484,1242,828,92,414,1242,1242,2484,414,2484,2484,276,2484,414,2484,138,6,-1,27,621,2484,2484,2484,2484,828,828,2484,2484,2484,2484,1242,1242,2484,69,138,2484,414,2484,276,2484,2484,414,2484,1242,1242,207,92,828,1242,2484,1242,621,414,1242,1242,2484,828,1242,1242,621,828,2484,828,18,-1,108,2484,621,2484,2484
4343,0,1,126,126,63,126,9,6,42,63,126,21,42,126,126,126,63,63,42,-1,42,126,126,63,63,63,42,42,126,126,42,42,126,126,126,63,9,6,-1,14,126,126,18,-1,9,42,42,63,126,3,6,126,126,126,63,126,42,-1,21,126,126,126,126,126,21,42,63,126,21,42,126,126,126,126,63,14,-1,42,126,18,18,63,126,21,42,18,-1,3,42,126,126,126,9,18,14,-1,21,126,126,63
4747,0,1,300,100,150,150,60,300,100,50,60,100,300,150,30,300,75,60,300,150,50,300,150,100,100,75,300,100,100,300,300,300,60,100,100,300,30,100,100,60,300,20,300,300,60,150,300,150,300,150,100,300,50,100,300,300,75,60,25,300,20,-1,20,300,50,30,300,300,300,20,50,300,100,300,300,300,150,150,300,300,150,25,300,300,20,100,300,60,50,100,300,60,300,300,100,5,300,150,100,100
5353,0,1,198,198,99,198,99,66,66,99,198,66,66,198,198,198,99,198,22,-1,22,198,18,-1,9,99,33,66,198,198,66,66,198,198,198,99,99,22,-1,11,198,198,198,198,198,6,-1,9,198,33,66,198,198,198,99,99,22,-1,11,198,198,198,99,198,33,66,198,198,6,-1,18,198,198,99,198,22,-1,11,198,198,198,99,99,66,66,99,198,33,66,198,198,18,-1,9,22,-1,11,198,198,198
8383,0,1,638,319,319,638,638,638,638,319,638,638,319,638,638,638,319,638,638,638,638,638,58,-1,58,319,319,319,638,319,638,638,638,638,638,319,319,638,638,638,638,319,638,638,638,58,-1,58,319,319,638,638,638,638,638,638,638,638,22,-1,22,638,319,638,319,638,638,638,58,-1,58,319,638,638,638,319,638,638,319,638,638,319,638,638,638,319,638,319,638,638,638,58,-1,58,319,319,638,638,638,638
5063,0,1,1476,1107,738,2214,4428,1107,492,1107,4428,4428,2214,4428,4428,2214,369,1476,4428,1476,2214,1107,2214,1476,4428,1107,1107,369,2214,2214,4428,2214,1476,164,738,2214,2214,4428,369,4428,4428,492,4428,738,4428,246,246,4428,1107,1107,4428,4428,4428,4428,1476,1476,4428,4428,4428,4428,2214,2214,4428,123,246,4428,738,4428,492,4428,4428,738,4428,2214,2214,369,164,1476,1107,4428,2214,1107,18,-1,54,4428,1476,2214,2214,2214,1476,4428,1476,738,2214,4428,4428,2214,4428,4428
6901,0,1,252,378,126,378,108,54,84,189,756,756,378,756,756,189,63,252,756,252,378,189,378,252,756,189,378,126,378,378,756,378,252,84,126,189,54,108,63,756,756,84,108,-1,108,42,42,756,378,27,108,756,756,756,252,252,756,756,756,756,378,378,756,42,42,756,63,756,84,756,756,126,756,378,378,126,84,252,189,108,54,189,126,378,378,108,-1,54,378,378,252,756,36,18,378,756,756,189,756,756
7519,0,1,612,918,306,918,1836,459,204,459,1836,1836,918,1836,1836,459,153,612,1836,612,918,918,918,612,1836,459,459,306,918,918,1836,918,612,204,306,918,918,1836,153,1836,1836,204,1836,306,1836,102,6,108,918,459,1836,1836,1836,1836,612,612,108,108,1836,1836,918,918,1836,51,102,1836,153,1836,204,1836,1836,306,1836,918,918,306,68,612,918,1836,918,459,306,918,918,1836,612,918,918,918,612,1836,612,306,918,1836,1836,459,1836,1836
5893,0,1,5300,5300,2650,2650,530,5300,5300,2650,212,5300,5300,2650,530,5300,1325,530,5300,1325,2650,2650,2650,2650,2650,1325,5300,5300,5300,5300,2650,2650,1060,2650,5300,5300,265,1325,5300,1060,5300,1060,5300,2650,1060,2650,5300,2650,5300,2650,5300,5300,1325,5300,2650,5300,1325,1060,2650,5300,1060,5300,1060,5300,2650,530,5300,5300,2650,1060,2650,2650,5300,5300,5300,5300,2650,2650,2650,1325,2650,1325,2650,5300,530,2650,5300,265,2650,5300,5300,212,1325,5300,5300,530,2650,2650,5300,5300
6059,0,1,290,870,145,87,174,435,290,435,870,870,870,870,870,290,145,870,870,435,435,870,870,290,870,87,174,290,435,290,58,-1,58,290,870,145,87,174,870,290,870,435,870,870,870,435,290,290,870,435,870,435,870,870,290,870,174,174,10,-1,10,58,-1,29,145,870,145,174,174,870,290,435,870,870,870,870,435,290,145,870,435,435,870,870,870,290,870,87,174,290,870,290,58,-1,29,145,870,290,174,174
6557,0,1,1908,1431,954,2862,5724,2862,636,1431,5724,5724,2862,5724,5724,2862,477,1908,5724,1908,2862,2862,2862,1908,5724,1431,2862,477,2862,2862,5724,2862,1908,212,954,1431,2862,5724,954,5724,5724,636,5724,954,5724,318,318,5724,1431,1431,5724,5724,5724,5724,1908,1908,5724,5724,5724,5724,2862,2862,5724,318,318,5724,954,5724,636,5724,5724,954,5724,2862,2862,477,212,1908,2862,5724,2862,1431,954,2862,2862,5724,1908,2862,2862,1431,1908,5724,1908,954,2862,5724,5724,2862,5724,5724
4601,0,1,468,702,234,351,1404,702,156,351,1404,1404,702,1404,1404,702,117,468,1404,468,702,351,351,36,108,351,351,234,702,702,1404,702,468,52,234,702,702,1404,117,1404,1404,156,1404,234,1404,39,78,1404,702,351,1404,1404,1404,1404,468,36,108,1404,1404,1404,702,702,1404,78,78,1404,234,1404,156,1404,1404,234,1404,351,702,234,156,468,54,-1,27,351,234,702,702,1404,468,702,702,351,468,1404,468,234,702,1404,1404,351,1404,1404
4387,0,1,55,330,55,66,66,330,55,165,330,330,330,330,330,110,55,330,165,330,330,330,30,-1,30,33,66,110,330,110,22,-1,11,110,330,55,33,66,330,55,330,165,330,330,330,30,-1,5,330,165,165,330,330,330,110,330,66,66,110,165,110,22,-1,22,55,330,110,66,6,-1,5,165,165,330,330,330,330,110,55,330,330,165,165,330,330,110,330,33,66,110,330,10,-1,-1,11,55,330,110,33,66
3959,0,1,1334,667,667,1334,1334,667,1334,667,1334,1334,667,1334,1334,1334,667,667,1334,1334,1334,667,1334,1334,1334,667,1334,667,667,1334,1334,1334,1334,1334,1334,1334,667,1334,1334,1334,1334,1334,1334,1334,1334,1334,58,-1,29,667,1334,667,1334,667,1334,1334,1334,1334,46,-1,46,1334,1334,667,667,1334,1334,1334,667,1334,1334,667,1334,1334,667,667,1334,1334,1334,667,1334,667,1334,1334,667,1334,1334,1334,1334,1334,1334,1334,1334,58,-1,29,1334,1334,1334,1334
3317,0,1,322,966,161,966,69,138,322,483,966,322,966,966,483,966,161,483,966,966,966,161,322,966,483,483,966,322,966,966,966,966,322,966,966,322,69,138,966,322,966,322,46,-1,46,322,42,-1,42,69,138,322,966,483,161,966,483,966,966,161,966,966,966,966,161,322,966,966,483,966,322,966,966,966,483,322,966,966,322,69,138,483,322,483,161,46,-1,46,322,966,322,966,138,6,-1,21,483,161,966,966
3103,0,1,954,954,477,954,954,318,318,477,954,159,318,954,954,954,477,954,106,-1,106,954,954,477,954,477,318,318,954,954,159,318,954,954,954,477,477,106,-1,53,954,954,477,954,477,318,318,477,954,159,318,954,954,954,954,954,106,-1,106,954,954,477,477,954,159,318,954,954,318,318,954,954,954,954,954,106,-1,106,954,954,954,477,954,159,318,477,954,159,318,954,954,954,477,954,106,-1,106,954,954,477
2461,0,1,198,198,99,198,99,66,66,99,198,66,66,198,198,198,99,99,66,-1,66,198,198,99,99,99,33,66,198,18,6,66,198,198,198,99,99,6,-1,33,198,198,198,198,198,66,66,99,198,33,66,198,198,198,99,99,66,-1,22,198,198,198,99,198,33,66,18,-1,3,66,198,198,198,99,198,22,-1,33,198,198,198,99,99,33,66,198,198,66,66,198,198,198,99,99,22,-1,3,18,198,198
7313,0,1,1166,583,583,1166,1166,1166,1166,583,1166,1166,583,583,1166,1166,583,1166,1166,1166,1166,1166,106,-1,106,583,1166,583,1166,583,1166,1166,1166,1166,1166,583,583,1166,1166,583,1166,583,1166,1166,1166,106,-1,53,583,583,1166,1166,583,1166,1166,1166,1166,1166,1166,1166,1166,1166,583,1166,583,1166,1166,1166,106,-1,106,1166,1166,1166,1166,583,1166,1166,1166,1166,1166,583,1166,1166,1166,583,1166,583,1166,1166,1166,106,-1,106,1166,1166,1166,1166,1166,1166
2033,0,1,70,210,35,210,105,210,70,105,105,70,210,210,210,105,35,210,210,210,42,70,70,42,105,105,42,70,210,210,42,210,14,210,42,70,105,42,105,14,105,14,70,-1,70,14,210,70,42,105,210,14,210,210,35,210,210,105,105,70,105,210,210,210,35,70,210,210,210,210,14,-1,42,210,105,70,210,210,70,105,210,105,70,105,70,10,-1,35,70,210,35,42,210,210,14,105,105,14,210,210
10403,0,1,805,805,805,230,805,1610,805,805,1610,1610,805,1610,230,1610,805,230,805,1610,322,1610,1610,322,805,115,322,805,1610,1610,322,1610,161,1610,322,1610,805,161,1610,322,1610,322,1610,1610,1610,322,10,-1,7,805,805,322,1610,1610,115,1610,1610,230,1610,1610,1610,1610,1610,1610,805,1610,230,1610,1610,1610,46,-1,23,1610,805,805,230,1610,1610,805,1610,805,1610,805,1610,230,1610,1610,230,805,1610,322,1610,70,-1,35,115,322,805,1610
5251,0,1,1122,374,561,1122,1122,1122,374,187,1122,1122,1122,1122,187,561,561,561,1122,561,1122,1122,374,561,374,561,561,374,1122,51,102,1122,1122,561,1122,1122,561,102,102,1122,1122,1122,374,1122,1122,1122,66,66,1122,561,1122,1122,1122,1122,1122,561,33,66,1122,561,561,1122,1122,1122,187,1122,34,-1,51,1122,1122,1122,374,1122,1122,1122,187,1122,1122,1122,1122,187,561,561,1122,1122,1122,1122,1122,374,1122,561,561,561,374,1122,102,102,1122,1122
9167,0,1,2030,1015,1015,145,2030,2030,2030,1015,2030,2030,1015,2030,290,1015,1015,290,2030,1015,203,2030,2030,406,2030,145,406,1015,2030,1015,406,2030,406,2030,406,2030,1015,406,2030,406,2030,406,2030,2030,2030,203,290,2030,203,1015,2030,406,2030,2030,290,2030,2030,145,70,-1,35,2030,2030,2030,1015,2030,290,2030,2030,2030,58,-1,58,2030,1015,1015,145,2030,2030,1015,1015,1015,2030,2030,2030,290,1015,1015,290,2030,2030,406,2030,2030,406,1015,290,406,2030,2030
5963,0,1,420,70,210,30,420,420,140,35,420,140,105,210,30,105,105,60,420,210,35,420,210,140,140,15,420,70,140,420,420,420,84,140,70,420,210,140,140,210,420,70,210,420,420,210,30,210,42,210,140,420,70,140,60,420,210,15,35,420,70,-1,70,420,70,210,30,420,420,140,10,-1,4,105,105,210,15,105,420,420,210,35,420,105,140,20,105,420,10,140,420,420,420,420,140,35,60,210,140,140
6319,0,1,2310,770,1155,110,1155,2310,770,385,1155,2310,2310,2310,110,385,1155,330,2310,1155,462,2310,770,462,385,55,462,770,2310,105,42,2310,462,2310,462,2310,1155,21,210,462,385,462,770,770,2310,154,330,2310,462,1155,2310,462,770,770,165,2310,2310,330,770,770,1155,2310,770,2310,385,2310,10,-1,70,2310,22,-1,22,1155,2310,770,55,1155,2310,2310,2310,385,770,1155,2310,330,1155,2310,330,385,1155,77,770,2310,154,2310,15,42,2310,2310
8549,0,1,1020,170,510,510,1020,1020,340,85,1020,204,510,51,102,255,255,1020,1020,510,510,204,510,340,340,255,1020,170,1020,204,1020,1020,204,1020,85,1020,510,340,1020,510,204,510,510,1020,1020,510,30,6,102,510,204,1020,510,1020,1020,1020,15,30,255,1020,102,-1,102,1020,170,510,510,1020,1020,340,510,1020,68,510,102,102,255,510,1020,1020,510,85,204,255,1020,1020,510,1020,510,340,204,1020,1020,204,340,170,1020,510,1020,1020
7031,0,1,1518,506,759,506,759,1518,506,253,1518,1518,1518,1518,253,506,759,759,1518,1518,1518,759,506,1518,253,253,1518,506,1518,138,138,1518,1518,1518,1518,1518,759,69,138,1518,506,1518,506,506,1518,506,66,-1,66,759,1518,1518,506,506,759,759,759,1518,506,253,1518,1518,506,1518,253,759,46,-1,23,1518,506,759,506,1518,1518,506,506,1518,1518,1518,1518,253,506,759,759,1518,1518,1518,1518,253,1518,506,506,66,-1,66,69,138,1518,1518
7387,0,1,1044,783,522,783,3132,783,348,783,3132,3132,1566,3132,3132,783,261,1044,3132,1044,1566,783,783,1044,3132,783,783,261,1566,1566,3132,1566,1044,116,522,783,1566,3132,522,3132,3132,348,3132,522,3132,87,174,3132,783,783,3132,3132,3132,3132,1044,1044,3132,3132,108,-1,54,1566,3132,87,174,3132,261,3132,348,3132,3132,522,3132,1566,1566,261,116,1044,783,3132,783,783,522,1566,1566,3132,1044,1566,1566,1566,1044,3132,1044,522,1566,3132,3132,1566,3132,3132
8137,0,1,330,330,165,66,66,330,110,165,165,330,330,330,165,110,165,330,330,165,330,330,330,330,330,33,66,110,330,30,6,-1,66,165,330,165,33,6,30,165,165,330,330,330,330,330,330,165,330,165,330,330,330,330,330,330,33,66,110,165,330,66,-1,66,55,330,10,-1,6,330,110,165,330,330,330,330,165,330,330,330,330,165,165,330,330,330,330,66,66,110,165,110,22,-1,22,330,30,30,66,66
1391,0,1,66,22,33,22,33,66,22,11,66,66,66,66,22,22,33,66,66,66,66,66,22,-1,11,11,33,22,66,33,66,66,66,66,66,33,33,66,66,33,22,66,22,22,66,22,-1,33,66,33,66,66,22,22,33,33,66,66,22,11,66,66,11,66,11,66,22,-1,2,-1,22,33,22,33,66,22,22,33,66,66,66,11,11,66,66,66,66,66,66,22,66,22,-1,33,22,66,33,66,66,66
2201,0,1,35,210,35,15,210,210,35,105,105,210,210,210,30,70,35,30,105,105,105,210,210,70,210,15,42,70,210,70,14,-1,7,70,210,70,105,42,105,70,105,210,210,210,210,105,10,70,210,105,105,210,210,210,10,210,210,30,70,210,70,70,-1,70,35,210,10,210,210,210,10,-1,15,210,210,210,15,70,70,210,105,105,210,210,210,10,210,105,30,70,105,70,70,-1,14,35,30,70,105,210
3763,0,1,3198,3198,1599,3198,3198,3198,1066,1599,533,1599,1066,3198,1066,1066,1599,1066,1066,3198,3198,533,1066,123,246,1599,1599,1066,3198,3198,3198,1599,3198,1066,3198,3198,1599,3198,533,3198,1599,1066,3198,3198,1599,3198,1066,3198,3198,1599,3198,1599,1066,3198,3198,246,246,1066,1066,3198,3198,1066,1066,3198,533,533,3198,1066,3198,1066,3198,1066,3198,3198,3198,3198,3198,3198,82,-1,82,1599,78,-1,39,3198,3198,533,3198,1066,1599,1066,1599,1066,1066,1599,1066,1066,3198,1599
1633,0,1,2652,884,1326,2652,1326,1326,884,442,442,1326,2652,221,884,663,663,1326,2652,2652,2652,2652,884,68,442,1326,2652,884,663,1326,68,884,2652,2652,884,2652,663,442,1326,884,1326,2652,442,1326,1326,2652,39,78,2652,663,2652,2652,102,-1,102,2652,156,78,2652,1326,1326,884,1326,663,442,2652,221,2652,663,442,1326,2652,884,884,2652,2652,68,1326,1326,884,884,221,1326,204,2652,2652,2652,2652,2652,442,442,1326,2652,442,884,442,1326,663,2652,1326
1739,0,1,4134,4134,2067,4134,4134,4134,1378,2067,689,2067,1378,2067,1378,1378,2067,1378,1378,2067,4134,1378,1378,159,318,2067,4134,1378,4134,4134,4134,4134,4134,1378,4134,4134,2067,4134,1378,4134,2067,1378,2067,4134,2067,4134,1378,4134,4134,2067,4134,4134,689,4134,4134,318,318,1378,1378,4134,4134,1378,689,4134,689,1378,4134,1378,4134,1378,4134,1378,4134,4134,4134,4134,2067,4134,106,-1,106,2067,4134,2067,4134,4134,4134,689,4134,689,2067,1378,2067,1378,1378,4134,1378,1378,4134,2067
11227,0,1,2958,986,1479,2958,2958,1479,986,493,986,2958,2958,986,986,1479,1479,1479,2958,1479,2958,2958,986,986,986,1479,1479,986,1479,1479,986,986,2958,2958,986,2958,1479,986,2958,986,2958,1479,986,2958,2958,2958,87,174,2958,1479,2958,2958,2958,2958,2958,2958,174,174,102,-1,51,986,2958,1479,493,2958,493,2958,1479,986,2958,2958,986,986,2958,2958,493,2958,2958,493,986,493,2958,2958,2958,2958,2958,2958,2958,986,986,2958,2958,986,986,986,2958,2958,2958,2958
2021,0,1,3710,1855,1855,530,3710,3710,3710,1855,1855,3710,1855,3710,530,3710,1855,530,3710,1855,742,3710,3710,742,3710,265,742,1855,3710,1855,371,3710,742,3710,742,3710,1855,371,3710,742,1855,742,3710,3710,3710,742,530,3710,371,1855,3710,742,3710,3710,530,3710,3710,265,3710,3710,3710,3710,3710,3710,1855,3710,530,3710,3710,3710,106,-1,106,3710,3710,1855,265,3710,3710,1855,3710,1855,3710,1855,3710,530,1855,1855,530,1855,1855,742,3710,3710,742,3710,530,742,3710,3710
2059,0,1,3498,1166,1749,1166,3498,3498,1166,583,1749,3498,3498,3498,583,1166,1749,3498,3498,1749,3498,3498,1166,1749,1166,583,3498,1166,3498,159,318,3498,3498,1749,3498,1749,1749,159,318,1749,583,3498,1166,1166,3498,1166,3498,1749,3498,1749,3498,3498,1166,1166,3498,3498,1749,3498,1166,1166,3498,3498,583,3498,583,3498,106,-1,106,3498,1166,3498,1166,3498,3498,1166,583,3498,3498,3498,3498,583,1166,1749,3498,3498,1749,3498,3498,583,1749,1166,583,3498,1166,3498,318,318,3498,3498
1007,0,1,3180,530,1590,1590,3180,3180,1060,265,3180,212,795,159,318,1590,795,3180,3180,1590,530,636,1590,1060,1060,795,3180,530,1060,636,3180,3180,636,1060,265,3180,1590,1060,1060,1590,636,530,795,3180,3180,1590,1590,159,318,1590,212,3180,530,1060,3180,3180,795,795,530,3180,106,-1,53,3180,530,1590,1590,3180,3180,1060,530,3180,212,1590,318,318,795,1590,3180,3180,1590,265,636,795,1060,1060,795,3180,530,1060,636,3180,3180,636,1060,530,3180,1590,1060,1060
1219,0,1,3074,1537,1537,3074,3074,3074,3074,1537,3074,3074,1537,3074,3074,3074,1537,3074,3074,1537,3074,3074,3074,3074,3074,1537,3074,1537,3074,1537,3074,3074,3074,3074,3074,1537,1537,3074,3074,3074,3074,1537,3074,3074,3074,3074,3074,3074,1537,1537,3074,3074,3074,1537,3074,3074,3074,1537,106,-1,106,3074,1537,3074,1537,3074,3074,3074,3074,3074,3074,3074,3074,3074,3074,1537,1537,3074,3074,1537,3074,1537,3074,3074,3074,1537,1537,1537,3074,3074,3074,3074,3074,3074,3074,3074,3074,3074,3074,3074
1643,0,1,2756,2756,1378,2756,1378,1378,2756,1378,689,1378,2756,689,2756,1378,689,1378,2756,2756,2756,2756,2756,212,1378,1378,2756,2756,1378,1378,212,2756,2756,2756,2756,2756,689,1378,1378,2756,1378,2756,689,1378,689,2756,1378,689,2756,689,2756,2756,106,-1,106,2756,2756,1378,2756,1378,1378,2756,1378,1378,1378,2756,1378,2756,1378,689,1378,2756,2756,2756,2756,2756,212,1378,1378,2756,2756,689,1378,212,2756,2756,2756,2756,2756,689,1378,1378,2756,1378,2756,1378,1378,1378,2756,689
9047,0,1,2438,1219,1219,2438,2438,2438,2438,1219,2438,2438,1219,2438,1219,2438,1219,2438,2438,2438,2438,2438,2438,2438,2438,1219,2438,1219,2438,2438,2438,2438,2438,2438,1219,2438,1219,1219,2438,2438,2438,2438,1219,2438,2438,2438,106,-1,53,1219,2438,2438,2438,1219,2438,2438,1219,2438,2438,2438,2438,1219,2438,2438,1219,2438,2438,2438,2438,2438,2438,2438,2438,2438,2438,1219,2438,2438,2438,1219,2438,1219,2438,1219,2438,2438,2438,2438,2438,1219,2438,2438,2438,106,-1,106,2438,2438,2438,2438
8611,0,1,742,2226,371,2226,318,318,742,1113,1113,371,2226,1113,1113,2226,371,2226,2226,2226,2226,742,742,1113,2226,1113,2226,742,2226,2226,2226,2226,742,2226,2226,371,159,318,2226,742,1113,371,106,-1,53,742,2226,371,2226,159,318,742,1113,1113,742,2226,1113,1113,2226,742,2226,2226,2226,2226,371,742,2226,2226,2226,2226,742,2226,2226,2226,2226,742,2226,2226,742,159,318,1113,742,1113,742,106,-1,53,742,2226,371,2226,159,318,742,2226,2226,742,2226,1113
2279,0,1,530,1590,265,318,318,1590,530,795,795,1590,1590,1590,795,530,265,1590,1590,795,1590,1590,1590,530,1590,159,318,530,1590,530,106,-1,106,265,1590,265,159,318,1590,265,795,795,1590,1590,1590,1590,530,265,1590,795,1590,1590,1590,1590,530,1590,159,318,530,1590,530,106,-1,106,265,1590,530,318,318,795,530,1590,1590,1590,1590,1590,795,530,530,1590,1590,795,1590,1590,1590,530,1590,159,318,530,795,530,106,-1,106,530,1590,530,318,318
