,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
1307.0,0,1,1306,653,653,1306,1306,653,1306,653,653,1306,653,1306,1306,1306,653,653,1306,653,1306,653,653,653,1306,653,653,653,653,1306,653,1306,1306,1306,1306,1306,653,653,1306,1306,653,653,1306,1306,1306,1306,1306,653,653,653,1306,653,1306,1306,1306,653,1306,653,653,1306,1306,1306,653,653,653,653,653,653,653,653,653,1306,1306,1306,1306,653,653,1306,653,653,1306,653,1306,653,653,1306,653,1306,653,1306,653,1306,653,1306,1306,1306,1306,1306,1306,1306
1319.0,0,1,659,659,659,659,659,659,659,659,659,659,659,1318,659,659,659,1318,659,659,659,659,659,1318,659,659,1318,659,659,1318,659,659,659,659,1318,659,659,1318,659,1318,659,1318,659,659,659,659,1318,1318,659,659,659,1318,1318,659,659,659,659,659,1318,1318,659,1318,659,659,659,1318,659,659,1318,1318,659,659,659,1318,1318,659,659,659,1318,1318,659,659,1318,659,659,1318,659,1318,659,659,659,1318,1318,659,1318,659,659,1318,659,659
1321.0,0,1,60,55,30,660,660,264,20,55,55,165,330,1320,440,660,15,24,132,1320,660,1320,132,1320,44,330,440,55,1320,660,55,165,12,165,40,1320,330,330,1320,264,330,660,440,66,110,132,440,1320,165,132,660,1320,264,33,660,44,1320,1320,11,440,132,440,132,1320,10,1320,660,440,120,264,1320,44,220,264,220,330,440,440,440,88,44,55,66,1320,1320,1320,660,660,660,1320,55,660,264,165,264,440,660,1320,330,165
1327.0,0,1,221,1326,221,1326,1326,442,221,663,1326,663,1326,663,442,663,221,663,663,442,1326,663,663,1326,1326,663,663,442,442,663,663,1326,221,1326,51,663,663,1326,442,102,1326,1326,663,221,663,442,1326,51,1326,221,663,1326,663,1326,442,1326,442,663,663,442,39,663,1326,1326,221,1326,1326,442,663,221,663,1326,663,1326,1326,34,442,1326,1326,663,1326,663,1326,221,663,78,221,1326,663,663,442,102,1326,663,663,663,1326,663,221,221
1361.0,0,1,680,1360,340,340,1360,1360,680,680,680,1360,1360,170,1360,80,170,68,85,1360,170,170,1360,680,1360,170,680,1360,272,1360,1360,340,136,680,680,1360,680,1360,1360,80,680,85,136,1360,1360,680,17,1360,272,680,680,1360,340,680,1360,1360,1360,340,1360,680,1360,340,680,16,340,340,85,170,85,272,272,136,68,272,272,1360,272,170,1360,340,68,340,680,680,340,85,1360,340,1360,1360,340,272,680,1360,1360,1360,1360,340,340,1360
1367.0,0,1,683,683,683,1366,683,1366,683,683,1366,1366,683,1366,1366,1366,683,1366,683,683,1366,1366,1366,683,683,683,1366,683,1366,683,1366,683,683,1366,1366,683,683,1366,683,1366,1366,1366,1366,683,1366,1366,683,1366,683,683,683,1366,1366,683,683,683,1366,683,683,683,1366,683,683,1366,683,683,1366,683,1366,683,683,1366,683,1366,1366,683,683,683,1366,683,1366,683,1366,683,1366,683,683,683,1366,683,1366,683,683,683,1366,1366,683,683,683,1366
1373.0,0,1,1372,1372,686,1372,343,343,1372,686,686,686,1372,1372,1372,343,343,686,28,686,1372,196,1372,686,686,686,686,1372,686,1372,1372,343,1372,1372,1372,1372,343,686,196,343,343,343,343,686,49,196,1372,1372,196,343,1372,196,1372,1372,686,1372,196,1372,49,343,686,196,196,686,686,686,686,343,343,1372,686,98,1372,1372,1372,1372,343,686,1372,1372,1372,343,1372,1372,1372,1372,1372,686,1372,1372,343,1372,49,1372,686,196,343,1372,1372,343
1381.0,0,1,1380,345,690,690,1380,345,460,345,1380,1380,230,23,92,138,345,345,92,1380,23,115,46,690,276,345,1380,115,690,460,460,460,276,460,276,230,690,115,345,345,1380,276,1380,1380,1380,230,460,230,345,345,460,15,690,460,1380,460,1380,276,690,1380,345,345,345,345,230,690,690,276,230,46,1380,345,1380,138,1380,5,92,1380,1380,138,690,345,345,1380,690,690,115,276,345,1380,1380,345,69,276,1380,1380,460,1380,1380,1380
1399.0,0,1,233,466,233,699,466,699,233,233,699,233,466,1398,699,1398,233,466,233,699,699,1398,233,699,466,699,1398,466,699,699,1398,1398,233,466,466,699,233,699,699,699,699,699,1398,1398,233,699,699,1398,466,699,699,233,1398,466,466,699,699,1398,699,233,1398,699,1398,699,233,1398,466,1398,466,1398,699,466,233,699,699,1398,699,699,699,699,699,233,699,233,1398,1398,1398,1398,233,699,699,1398,699,699,1398,233,466,466,699,233
1409.0,0,1,704,1408,352,704,1408,44,704,704,32,704,1408,1408,704,1408,176,64,352,1408,704,128,352,704,1408,352,1408,1408,352,1408,1408,704,704,1408,176,704,704,352,1408,32,176,1408,1408,1408,704,352,11,1408,1408,22,704,1408,1408,1408,1408,352,704,352,1408,128,1408,1408,176,704,352,1408,1408,1408,704,1408,352,352,8,1408,704,1408,1408,64,704,1408,704,352,1408,352,1408,176,1408,704,176,1408,704,1408,64,1408,1408,1408,1408,1408,704,352
1423.0,0,1,237,1422,237,474,1422,474,79,711,158,1422,1422,1422,474,711,237,18,711,1422,474,711,1422,237,1422,237,1422,474,158,474,711,1422,237,711,1422,79,711,474,1422,79,474,1422,711,1422,1422,1422,79,711,1422,237,237,237,1422,474,474,711,474,79,158,1422,711,237,1422,1422,79,711,711,1422,1422,1422,237,1422,711,79,474,1422,1422,711,237,1422,158,711,1422,1422,711,711,1422,711,1422,237,1422,711,237,711,711,711,1422,711,79,474
1427.0,0,1,1426,713,713,1426,1426,713,1426,713,713,713,713,713,1426,1426,713,713,62,713,1426,713,1426,1426,1426,713,1426,713,713,713,713,1426,1426,713,1426,1426,713,713,1426,31,713,713,1426,713,713,1426,713,1426,713,713,1426,713,713,713,1426,1426,1426,713,1426,713,1426,1426,713,713,713,1426,1426,713,713,1426,31,713,1426,46,1426,713,713,713,1426,1426,1426,713,1426,1426,713,46,1426,713,1426,1426,23,713,1426,1426,31,1426,1426,1426,1426,713
1429.0,0,1,84,714,42,119,1428,357,28,357,1428,1428,119,714,204,714,21,714,68,714,102,714,714,714,1428,119,204,238,238,1428,1428,204,84,1428,476,357,714,476,1428,357,476,204,476,357,476,357,476,1428,102,357,1428,119,119,1428,1428,204,1428,357,714,68,119,476,714,119,14,714,119,14,357,119,1428,119,1428,204,714,714,119,1428,476,1428,357,357,357,84,357,714,476,1428,357,714,476,714,357,1428,238,714,476,1428,476,28
1433.0,0,1,179,1432,179,1432,1432,1432,179,716,1432,716,1432,358,1432,179,179,1432,716,1432,1432,716,716,1432,1432,716,358,1432,1432,1432,179,179,179,1432,1432,179,716,716,1432,1432,1432,179,716,716,716,1432,1432,1432,1432,716,716,716,358,1432,1432,1432,1432,716,1432,358,179,1432,179,1432,179,1432,1432,716,1432,716,179,1432,716,358,716,1432,1432,1432,1432,358,1432,358,179,1432,716,179,716,358,716,716,1432,1432,1432,1432,1432,358,1432,716,716,358
1439.0,0,1,719,719,719,719,719,1438,719,719,719,1438,719,719,1438,719,719,1438,719,719,719,1438,1438,1438,719,719,719,719,1438,1438,719,719,719,1438,1438,1438,719,719,719,719,719,719,1438,719,1438,719,1438,719,719,719,719,1438,719,1438,719,1438,1438,719,1438,719,719,719,719,1438,719,719,1438,719,1438,1438,1438,1438,719,1438,719,719,719,719,719,719,719,719,719,1438,1438,1438,719,1438,1438,1438,719,1438,1438,719,719,719,719,719,719,1438
1447.0,0,1,723,1446,723,482,482,241,241,723,1446,723,1446,241,723,723,723,723,723,241,1446,1446,723,241,1446,241,723,482,723,1446,241,723,723,482,241,482,241,241,723,1446,482,1446,482,723,241,1446,723,482,482,241,723,1446,723,723,1446,1446,241,1446,1446,723,723,482,723,723,241,482,1446,1446,723,1446,1446,1446,723,1446,723,1446,723,723,482,1446,1446,723,1446,1446,1446,1446,241,241,723,1446,1446,241,723,482,1446,482,1446,723,723,723
1451.0,0,1,1450,725,725,725,1450,1450,1450,725,290,725,725,1450,725,725,725,1450,290,1450,25,290,1450,1450,58,725,725,725,290,725,1450,1450,290,145,725,1450,725,1450,725,1450,1450,725,725,145,145,725,29,145,725,725,1450,1450,1450,58,1450,725,725,58,1450,1450,725,725,725,1450,725,1450,1450,145,1450,1450,725,725,1450,725,145,29,290,1450,29,725,725,725,1450,58,1450,1450,1450,725,1450,1450,1450,145,1450,58,1450,1450,1450,725,1450,725
1453.0,0,1,1452,363,726,132,484,121,484,363,726,33,66,363,1452,484,363,726,1452,726,484,363,1452,363,1452,66,1452,121,726,1452,726,1452,1452,121,1452,1452,242,363,1452,121,363,726,484,1452,242,1452,1452,132,121,121,484,242,242,1452,1452,132,484,242,121,484,12,1452,726,33,242,1452,1452,484,121,11,726,484,1452,484,484,726,121,363,132,726,1452,363,1452,1452,726,1452,22,1452,1452,1452,242,363,242,44,726,1452,1452,363,1452,363
1459.0,0,1,486,1458,243,243,729,243,162,729,162,729,1458,729,162,1458,243,486,1458,729,243,1458,1458,729,729,243,1458,486,243,729,729,1458,486,1458,81,243,729,729,1458,1458,486,1458,729,1458,729,729,1458,1458,1458,243,486,729,729,27,243,729,486,486,1458,9,1458,729,729,729,81,729,729,81,486,1458,486,729,1458,243,1458,1458,729,729,729,729,81,729,729,1458,1458,486,729,486,1458,54,1458,729,729,729,729,729,729,729,486,243
1471.0,0,1,245,294,245,735,1470,1470,245,147,735,735,210,490,1470,1470,245,105,735,245,147,35,735,245,1470,735,490,98,294,1470,1470,490,49,1470,735,490,735,735,49,735,105,735,245,1470,105,5,49,1470,1470,735,735,1470,490,735,490,735,1470,1470,1470,735,294,294,490,1470,245,210,1470,490,735,1470,70,735,735,490,147,490,245,10,735,42,735,147,105,735,49,147,1470,735,735,735,245,735,245,735,1470,105,294,735,735,245
1481.0,0,1,370,1480,185,740,1480,185,370,740,740,296,1480,37,370,1480,185,74,148,1480,740,296,1480,740,296,370,370,1480,37,1480,1480,1480,74,185,185,740,740,740,1480,1480,740,37,1480,1480,1480,37,740,740,1480,185,185,1480,185,1480,1480,1480,370,370,296,1480,296,296,1480,740,185,740,370,1480,370,296,148,1480,740,1480,740,1480,1480,1480,1480,1480,148,370,370,148,1480,740,1480,370,1480,37,370,185,148,185,740,1480,1480,1480,10,1480
1483.0,0,1,1482,1482,741,1482,247,741,494,741,247,1482,1482,247,494,741,741,741,1482,494,1482,1482,247,741,741,741,1482,494,39,741,1482,741,1482,741,78,78,247,247,3,6,741,1482,741,1482,1482,38,38,741,38,741,1482,494,741,39,741,57,1482,741,494,57,247,57,494,247,247,1482,1482,1482,247,1482,741,741,1482,741,1482,494,1482,1482,247,741,494,741,19,247,494,494,247,1482,741,1482,741,741,741,1482,494,741,741,494,114,494
1487.0,0,1,743,743,743,1486,743,743,743,743,1486,743,743,1486,743,1486,743,743,743,1486,1486,743,743,743,743,743,1486,743,743,1486,1486,743,743,743,743,1486,743,743,1486,1486,1486,1486,743,1486,743,1486,743,743,743,743,743,743,1486,1486,743,1486,743,1486,1486,1486,1486,1486,743,743,743,743,743,743,743,743,1486,743,743,743,743,743,1486,743,1486,1486,1486,743,1486,743,743,1486,1486,1486,743,1486,1486,1486,743,743,743,743,743,743,743,743
1489.0,0,1,744,744,372,372,372,496,248,372,248,248,248,496,1488,8,186,496,248,744,93,1488,12,496,93,186,1488,248,1488,1488,186,744,744,372,1488,1488,186,248,372,1488,744,1488,1488,1488,744,93,1488,372,744,248,744,1488,1488,496,93,744,496,372,496,496,744,31,186,1488,124,1488,744,24,1488,1488,496,496,744,1488,372,744,248,496,1488,372,124,186,496,744,496,1488,496,496,62,1488,744,124,1488,93,744,248,124,1488,372,744
1493.0,0,1,1492,1492,746,1492,373,746,1492,746,373,1492,1492,1492,1492,746,373,1492,1492,746,1492,1492,746,1492,746,746,746,1492,373,1492,1492,746,1492,373,373,1492,373,1492,1492,373,746,1492,746,373,1492,1492,746,373,1492,373,1492,746,1492,373,746,373,1492,1492,373,1492,373,1492,1492,373,746,373,1492,746,1492,373,746,746,1492,1492,746,1492,373,1492,1492,1492,1492,373,746,1492,1492,746,1492,746,373,746,746,1492,1492,1492,1492,1492,373,1492,1492,1492
1499.0,0,1,1498,749,749,749,1498,214,1498,749,214,1498,749,749,749,107,749,1498,1498,1498,749,1498,107,1498,1498,749,214,749,1498,749,1498,749,1498,214,107,1498,749,1498,749,107,1498,107,749,749,1498,749,749,1498,749,107,1498,214,749,749,1498,1498,749,1498,1498,749,749,1498,1498,1498,749,749,749,1498,1498,1498,107,1498,1498,1498,749,749,214,749,1498,749,749,749,1498,749,1498,1498,1498,749,749,1498,1498,1498,1498,749,749,1498,1498,749,1498,1498
1511.0,0,1,755,151,755,755,755,755,755,151,755,1510,755,755,755,755,755,755,755,755,755,755,1510,1510,755,755,151,151,755,1510,755,755,151,1510,755,755,755,1510,151,755,151,1510,755,1510,302,755,1510,1510,755,755,151,755,755,1510,755,302,151,755,302,1510,755,755,151,755,755,755,1510,302,755,1510,151,1510,755,1510,302,755,755,302,151,1510,755,151,1510,302,755,755,1510,1510,1510,151,755,755,302,755,1510,755,151,1510,151,1510
1523.0,0,1,1522,761,761,1522,1522,1522,1522,761,761,1522,761,1522,761,1522,761,1522,1522,761,1522,1522,761,761,1522,761,761,761,1522,1522,761,1522,1522,1522,761,761,761,1522,1522,1522,761,1522,761,761,1522,1522,1522,761,761,761,1522,1522,1522,1522,1522,761,761,761,761,1522,1522,1522,761,1522,761,761,761,1522,1522,761,1522,1522,1522,1522,761,761,761,761,761,1522,1522,761,761,1522,1522,761,1522,1522,761,761,761,761,761,1522,1522,1522,1522,1522,1522,1522
1531.0,0,1,1530,170,765,85,765,85,510,85,1530,153,1530,765,1530,10,765,765,306,102,765,170,1530,510,51,85,102,170,765,153,765,765,306,1530,34,85,765,90,765,1530,510,306,765,255,85,17,765,1530,1530,85,1530,1530,765,765,765,45,510,255,170,15,306,1530,510,17,255,153,765,765,765,255,1530,510,510,765,255,170,1530,765,255,765,9,85,255,1530,306,153,1530,1530,1530,765,1530,153,1530,1530,765,30,765,1530,1530,765
1543.0,0,1,771,514,771,1542,1542,257,257,257,1542,514,1542,771,771,771,771,257,771,1542,514,514,1542,1542,514,771,257,514,771,257,771,257,771,257,771,1542,771,771,514,1542,1542,1542,1542,1542,1542,1542,1542,257,1542,257,257,514,771,771,1542,771,257,771,771,514,257,1542,771,257,257,514,771,257,771,771,1542,771,257,1542,257,1542,1542,514,514,1542,1542,257,1542,1542,1542,1542,514,514,514,1542,1542,771,514,514,771,257,1542,771,771,514
1549.0,0,1,1548,258,774,86,1548,774,516,129,1548,129,387,516,1548,129,387,43,1548,1548,387,387,1548,774,172,43,774,86,129,1548,1548,1548,1548,258,1548,387,774,1548,774,516,516,774,1548,387,774,258,1548,1548,774,387,1548,258,1548,172,1548,258,1548,1548,86,387,774,172,43,774,258,516,1548,1548,774,387,1548,387,516,258,774,258,516,774,387,516,774,129,1548,1548,258,86,1548,1548,4,387,1548,1548,129,1548,387,1548,1548,774,172,43
1553.0,0,1,194,1552,97,1552,1552,1552,194,776,1552,1552,1552,1552,1552,776,97,1552,776,1552,1552,776,1552,388,1552,776,1552,1552,1552,388,776,1552,194,776,1552,776,776,776,1552,97,1552,388,776,1552,1552,1552,388,776,1552,776,776,776,1552,388,1552,776,1552,776,388,776,776,1552,1552,1552,97,194,776,1552,1552,1552,776,1552,776,1552,776,1552,1552,776,194,776,1552,388,388,388,776,776,1552,1552,1552,194,1552,97,388,97,776,776,1552,194,776,16
1559.0,0,1,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,38,779,1558,779,779,779,1558,779,779,779,779,779,779,779,1558,779,779,1558,779,779,1558,1558,779,779,779,779,1558,779,779,1558,1558,779,779,779,1558,779,1558,779,779,779,1558,779,1558,779,779,1558,779,779,779,779,779,1558,82,779,779,779,1558,1558,779,1558,779,779,779,779,779,779,82,41,1558,1558,779,779,1558,779,779,1558,1558,1558,1558,779,1558,779,779
1567.0,0,1,783,1566,783,1566,1566,783,261,783,1566,1566,522,522,261,783,783,1566,261,174,522,522,1566,1566,1566,783,54,522,783,783,261,783,783,783,1566,522,783,1566,1566,783,1566,783,1566,783,522,522,1566,1566,1566,783,87,783,1566,1566,1566,783,783,783,261,783,783,783,783,783,261,783,261,522,18,783,1566,1566,783,1566,58,174,1566,18,783,261,1566,783,783,783,1566,783,261,522,1566,522,1566,1566,58,1566,174,783,522,1566,783,522
1571.0,0,1,1570,785,785,785,314,785,1570,785,1570,1570,785,314,1570,157,785,314,1570,785,785,785,785,157,1570,785,785,785,785,785,1570,785,314,1570,785,785,157,1570,314,1570,1570,314,1570,314,314,785,1570,785,785,785,1570,1570,1570,1570,1570,1570,314,785,1570,785,785,785,1570,157,785,1570,785,785,1570,785,1570,1570,1570,785,785,785,785,314,157,157,157,785,785,1570,785,1570,785,785,785,1570,314,1570,785,785,1570,157,1570,314,314,1570
1579.0,0,1,526,1578,263,789,789,526,526,789,1578,263,1578,1578,263,526,263,789,1578,789,789,789,526,789,789,789,789,526,526,789,263,263,526,1578,1578,1578,789,263,1578,789,1578,263,1578,1578,263,789,1578,1578,1578,263,1578,526,1578,263,263,789,263,1578,1578,526,526,1578,526,1578,263,526,789,263,789,1578,789,789,1578,263,526,1578,789,526,1578,789,789,789,526,789,789,789,789,1578,526,1578,1578,789,789,1578,789,263,789,263,526,789
1583.0,0,1,791,113,791,1582,791,226,791,113,1582,791,791,113,1582,1582,791,791,791,1582,226,226,791,791,791,791,791,113,1582,1582,1582,1582,791,791,791,791,791,226,1582,113,1582,791,1582,1582,791,1582,791,1582,791,113,791,791,7,791,791,1582,1582,1582,1582,1582,226,791,226,226,791,1582,791,113,791,791,791,791,791,791,1582,791,226,1582,791,113,1582,113,791,791,1582,226,1582,1582,791,1582,1582,226,791,1582,1582,791,791,791,791,791
1597.0,0,1,532,19,266,532,532,798,532,19,133,1596,266,1596,84,532,133,399,532,798,532,798,798,532,532,266,57,19,399,1596,133,798,532,1596,1596,84,266,1596,1596,1596,38,798,1596,399,1596,532,38,1596,133,399,532,399,84,399,532,399,1596,798,399,133,532,532,1596,798,266,798,798,798,798,532,114,532,28,798,57,266,399,1596,57,1596,532,19,1596,1596,399,1596,84,1596,21,266,133,1596,532,798,399,228,532,76,1596,1596
1601.0,0,1,400,1600,200,400,1600,1600,400,800,200,1600,320,64,1600,320,100,1600,800,25,400,400,320,1600,1600,200,1600,1600,1600,200,1600,100,80,800,320,1600,800,800,400,800,4,800,5,160,1600,800,1600,800,1600,800,80,400,1600,100,320,1600,1600,1600,400,1600,1600,50,400,1600,200,1600,800,160,1600,20,1600,1600,800,1600,800,1600,200,80,800,20,400,400,800,320,400,1600,800,1600,1600,800,800,400,1600,320,800,400,1600,800,800,320
1607.0,0,1,803,803,803,1606,803,1606,803,803,1606,1606,803,1606,1606,146,803,803,803,1606,1606,146,1606,803,803,803,1606,803,1606,1606,1606,803,803,1606,73,803,803,803,146,1606,1606,803,1606,1606,1606,1606,803,1606,803,803,73,803,146,803,803,803,1606,1606,1606,803,1606,1606,803,1606,803,803,1606,803,803,803,73,1606,803,803,803,803,1606,803,1606,73,1606,803,73,1606,1606,22,1606,1606,1606,803,1606,803,803,73,1606,803,73,1606,73,1606
1609.0,0,1,201,268,201,67,804,1608,67,134,201,201,804,201,536,268,201,1608,402,536,201,1608,67,536,268,67,201,268,1608,1608,804,268,201,804,1608,1608,402,1608,1608,804,67,268,536,1608,201,134,1608,536,804,804,201,1608,67,1608,804,201,1608,536,1608,804,804,1608,804,1608,67,201,268,268,536,536,536,536,134,268,536,268,1608,1608,804,1608,201,67,804,1608,1608,1608,536,1608,201,1608,402,536,1608,134,1608,536,804,1608,804,402
1613.0,0,1,52,1612,26,1612,806,1612,52,806,403,1612,1612,806,62,403,13,403,1612,806,1612,806,403,806,31,806,1612,1612,1612,1612,1612,62,52,403,1612,403,403,1612,1612,1612,806,1612,1612,1612,1612,1612,1612,1612,1612,806,1612,1612,31,1612,403,806,403,1612,403,403,806,806,1612,52,26,1612,1612,1612,806,1612,1612,1612,1612,1612,403,1612,403,403,403,1612,124,403,806,403,403,1612,403,403,806,806,806,1612,403,1612,806,1612,806,403,1612,1612
1619.0,0,1,1618,809,809,809,1618,1618,1618,809,1618,809,809,1618,809,809,809,809,1618,1618,809,1618,1618,1618,1618,809,809,809,1618,809,1618,1618,1618,809,1618,1618,809,809,809,1618,1618,809,809,809,809,809,809,1618,809,809,1618,809,1618,809,1618,809,809,1618,1618,1618,809,1618,809,1618,809,1618,1618,809,809,1618,809,1618,1618,1618,1618,809,1618,1618,809,809,809,809,1618,809,1618,809,1618,809,1618,809,1618,809,1618,1618,809,1618,1618,1618,1618,809
1621.0,0,1,1620,45,810,405,1620,81,540,45,1620,405,162,810,540,405,405,1620,1620,405,90,405,324,540,540,405,36,15,810,324,324,162,324,405,135,45,810,810,1620,810,1620,60,540,540,90,405,810,108,405,81,540,1620,405,36,324,81,1620,81,810,405,30,180,180,405,270,54,1620,1620,1620,108,1620,1620,540,1620,108,81,270,45,180,36,81,45,810,405,162,180,810,1620,1620,12,1620,810,1620,810,405,405,1620,1620,1620,81
1627.0,0,1,542,1626,271,542,813,813,542,813,271,271,1626,542,1626,813,271,1626,1626,813,542,1626,542,813,813,271,271,542,813,542,1626,813,542,1626,813,1626,813,271,1626,813,271,542,813,1626,271,1626,1626,813,1626,813,542,271,542,813,271,542,1626,542,271,813,813,271,1626,271,271,271,813,1626,1626,1626,813,271,1626,1626,542,1626,813,813,1626,813,542,813,271,813,1626,813,813,813,542,813,813,1626,813,1626,1626,1626,813,813,1626,813
1637.0,0,1,1636,1636,818,1636,818,1636,1636,818,409,409,1636,409,818,409,409,1636,1636,1636,1636,818,1636,409,409,818,1636,1636,1636,818,1636,818,1636,1636,409,409,409,818,818,1636,818,1636,1636,1636,818,1636,1636,1636,1636,818,1636,409,818,409,409,1636,409,818,1636,1636,818,1636,1636,1636,818,1636,818,409,1636,1636,1636,409,1636,1636,1636,1636,1636,1636,818,1636,1636,409,409,1636,409,818,818,1636,1636,1636,818,1636,818,1636,409,409,818,409,1636,818
1657.0,0,1,92,207,46,552,828,184,92,207,552,1656,18,184,184,1656,23,207,828,828,552,1656,1656,828,828,276,184,69,184,276,1656,828,92,552,828,276,414,1656,207,1656,552,1656,1656,828,1656,1656,207,828,207,92,69,69,184,1656,276,828,184,276,138,69,1656,552,207,72,46,69,552,414,414,828,3,6,828,1656,1656,828,36,828,1656,1656,552,207,1656,1656,1656,1656,414,828,1656,46,1656,23,828,92,414,1656,828,828,23,1656
1663.0,0,1,831,1662,831,1662,1662,554,277,831,1662,831,554,831,1662,831,831,554,277,831,554,831,831,831,1662,831,277,554,1662,554,277,554,831,1662,1662,831,831,1662,831,554,1662,277,831,831,277,554,831,1662,1662,277,277,831,831,554,1662,1662,554,1662,1662,831,831,831,1662,1662,277,554,554,1662,1662,1662,831,1662,831,277,1662,554,277,1662,1662,1662,1662,831,831,1662,277,831,831,831,831,1662,1662,1662,277,831,554,1662,554,1662,831,277
1667.0,0,1,1666,833,833,1666,1666,1666,1666,833,833,833,833,49,833,1666,833,833,238,833,1666,1666,1666,833,1666,833,1666,833,1666,1666,833,833,1666,833,1666,833,833,1666,1666,833,833,1666,833,833,833,238,1666,833,119,833,1666,833,833,119,1666,1666,833,833,833,238,1666,833,238,1666,833,1666,238,1666,833,833,1666,833,98,833,833,833,833,1666,238,1666,1666,833,833,1666,238,1666,1666,1666,1666,1666,833,1666,833,833,1666,1666,1666,833,1666,833
1669.0,0,1,1668,139,834,834,1668,1668,556,139,556,1668,834,1668,278,834,417,1668,1668,834,417,1668,139,417,556,417,834,139,1668,139,556,1668,1668,1668,417,1668,834,278,1668,1668,1668,1668,278,834,1668,834,1668,834,417,834,1668,1668,556,1668,1668,1668,417,834,1668,278,417,278,834,1668,278,556,139,556,556,417,417,417,556,1668,1668,417,139,417,834,417,278,139,834,834,1668,556,556,139,834,834,556,278,278,1668,556,139,1668,556,1668,1668
1693.0,0,1,1692,846,846,1692,188,1692,564,423,423,188,423,141,94,564,423,1692,1692,1692,564,36,846,1692,1692,846,1692,282,1692,1692,846,141,1692,1692,846,141,94,846,846,846,846,1692,423,423,1692,1692,846,47,282,846,188,564,846,564,1692,423,423,564,846,423,36,846,1692,564,282,1692,47,188,188,564,1692,423,1692,1692,188,423,564,846,564,1692,1692,423,282,423,188,9,188,564,141,282,141,1692,4,846,1692,423,1692,423,1692,1692
1697.0,0,1,848,1696,424,1696,32,1696,848,848,1696,106,1696,1696,1696,212,212,1696,424,212,1696,53,848,424,1696,848,1696,1696,1696,1696,848,1696,848,1696,1696,848,16,1696,848,424,1696,424,848,1696,424,1696,848,1696,1696,848,53,106,1696,848,1696,32,1696,1696,1696,848,424,1696,1696,1696,424,848,1696,424,1696,32,212,212,212,106,1696,1696,424,1696,848,848,1696,424,848,848,424,848,1696,424,848,1696,1696,848,212,106,1696,1696,1696,848,106,848
1699.0,0,1,566,1698,283,283,849,849,566,849,566,1698,1698,849,1698,1698,283,283,1698,849,283,1698,849,283,849,283,1698,566,849,566,849,566,566,849,566,849,849,849,1698,1698,566,849,849,849,1698,849,566,1698,1698,849,566,1698,849,1698,283,1698,1698,566,283,849,1698,849,283,283,283,849,1698,1698,283,1698,1698,849,1698,566,1698,1698,849,1698,849,1698,283,849,1698,849,1698,283,1698,849,849,849,1698,849,283,849,849,849,849,283,1698,566
1709.0,0,1,244,1708,122,854,427,854,244,854,1708,854,1708,1708,1708,1708,61,854,1708,1708,427,1708,1708,1708,854,427,427,1708,427,1708,854,427,244,1708,1708,427,427,122,427,854,1708,1708,854,1708,427,427,854,427,1708,427,1708,1708,1708,427,854,427,1708,854,854,427,1708,854,1708,427,122,1708,854,1708,427,427,1708,854,1708,1708,244,1708,1708,427,1708,854,854,427,854,854,1708,61,854,427,1708,854,1708,1708,1708,1708,1708,1708,427,1708,1708,427
1721.0,0,1,215,1720,215,430,344,1720,215,860,430,860,1720,1720,1720,344,215,215,860,430,430,430,172,1720,1720,215,40,1720,344,1720,1720,860,43,1720,215,1720,172,1720,86,172,430,430,430,215,860,860,1720,1720,40,860,215,1720,1720,430,1720,172,1720,1720,1720,344,1720,860,172,1720,215,1720,1720,344,43,43,344,1720,860,1720,1720,1720,430,1720,860,860,86,430,430,860,430,430,215,215,860,1720,172,430,1720,1720,1720,43,1720,860,860,215
1723.0,0,1,574,1722,287,574,861,574,574,861,287,21,1722,574,287,123,287,1722,1722,861,82,861,246,861,861,287,287,574,574,1722,1722,574,574,574,861,287,861,861,1722,861,287,3,6,861,861,1722,1722,861,1722,287,574,41,574,574,41,1722,41,246,861,574,861,861,287,1722,287,287,287,861,246,574,574,82,246,574,1722,1722,123,1722,1722,246,574,861,1722,1722,861,861,1722,21,1722,123,861,287,861,861,1722,1722,123,574,574,861
1733.0,0,1,1732,1732,866,1732,433,433,1732,866,866,1732,1732,866,1732,433,433,433,1732,866,1732,1732,433,433,866,866,1732,1732,866,866,1732,433,1732,866,1732,1732,433,1732,1732,1732,433,1732,433,433,1732,1732,1732,1732,1732,433,1732,1732,433,866,866,433,1732,1732,1732,433,866,866,1732,866,866,1732,1732,1732,866,1732,866,866,1732,433,866,1732,433,1732,866,1732,1732,433,866,1732,1732,1732,1732,1732,866,433,433,866,866,1732,433,1732,433,1732,1732,1732
