,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
907.0,0,1,906,906,453,906,453,906,302,453,151,302,302,453,151,151,453,906,302,151,906,151,453,151,453,453,302,302,906,906,906,906,906,453,151,453,453,906,906,302,453,453,906,906,906,906,906,302,906,453,906,151,453,151,453,453,453,906,453,906,453,302,151,906,151,906,906,906,906,906,906,453,906,906,151,906,453,453,453,906,302,453,906,906,453,453,151,453,151,453,453,906,453,151,453,906,151,906,906,906
911.0,0,1,91,455,91,455,455,14,91,455,455,26,455,455,26,91,91,910,65,5,35,910,182,65,455,455,455,455,182,910,13,65,91,910,910,910,455,910,455,65,455,455,910,455,182,455,455,130,5,7,65,910,455,455,455,910,182,91,910,910,91,91,455,910,91,13,70,70,70,35,910,91,455,35,910,455,455,91,455,910,65,455,455,182,910,910,455,910,182,455,455,910,455,91,910,455,455,910,91,910
919.0,0,1,153,306,153,459,102,918,51,153,459,459,306,153,918,918,153,153,153,918,459,459,459,459,306,459,153,102,918,153,918,918,153,918,51,306,51,918,918,102,459,918,459,918,459,459,459,459,102,459,459,306,3,6,306,153,918,27,17,459,918,459,918,918,51,459,918,153,153,918,34,153,153,918,918,918,918,918,306,306,459,153,918,459,459,459,918,306,459,918,459,918,459,459,459,18,306,918,459,27
929.0,0,1,464,928,232,232,928,928,464,464,464,464,928,928,928,928,116,928,8,116,29,464,116,116,928,116,928,928,928,464,928,928,464,928,928,928,464,232,464,464,16,928,232,928,464,464,16,464,928,464,464,464,928,232,928,464,928,928,116,928,928,464,928,928,232,928,928,928,928,928,928,464,29,928,464,928,232,928,232,928,232,232,928,464,464,928,928,928,232,232,116,464,232,464,116,232,928,928,232,58
937.0,0,1,117,234,117,936,26,936,39,117,936,936,234,18,8,312,117,468,117,468,104,936,104,24,234,468,26,78,936,234,936,468,117,936,468,78,13,468,156,117,936,312,936,936,936,936,936,936,78,468,156,156,234,468,234,156,936,36,78,936,936,39,468,312,39,312,72,8,156,936,234,72,9,117,156,468,468,234,117,72,936,117,936,312,104,936,936,117,936,52,24,936,936,52,104,104,234,234,468,312
941.0,0,1,940,940,470,235,235,940,940,470,940,940,188,940,470,188,235,940,940,940,470,235,235,20,470,235,470,940,940,470,235,940,188,470,47,940,235,94,470,235,188,470,188,235,188,470,47,235,940,470,188,470,188,470,94,188,235,235,940,940,940,940,470,940,470,188,20,940,940,470,470,235,940,94,940,940,940,235,940,235,235,235,940,94,470,940,940,940,470,940,940,470,940,47,940,940,235,4,940,940
947.0,0,1,946,473,473,946,946,86,946,473,473,946,473,946,473,946,473,22,946,946,86,946,43,946,946,473,473,473,946,946,43,473,946,86,473,473,473,946,473,946,473,43,473,86,946,86,473,86,473,43,946,946,946,473,946,473,473,946,43,946,946,946,946,946,473,473,473,946,946,946,946,946,946,473,473,473,946,473,473,473,946,473,946,473,946,473,473,86,473,473,473,473,946,473,473,473,946,946,946,946
953.0,0,1,68,952,34,952,952,238,68,476,952,952,952,476,476,119,17,476,119,952,952,136,952,952,952,476,238,952,119,238,476,136,68,119,238,952,476,476,952,136,56,476,136,952,952,136,952,952,952,119,238,952,476,119,952,476,476,476,476,476,238,952,136,476,34,952,476,68,476,34,952,34,238,476,14,952,952,952,136,476,952,238,238,476,136,952,56,952,952,952,136,476,952,476,952,119,952,952,28,952
967.0,0,1,483,322,483,966,966,966,161,161,322,161,966,966,46,69,483,161,483,966,138,483,483,322,322,483,322,322,966,322,161,483,483,322,483,483,483,966,966,69,966,46,161,966,483,966,966,966,966,483,483,46,138,69,138,138,966,483,966,483,483,69,161,966,161,483,966,322,69,23,483,161,23,69,46,966,322,966,161,966,322,161,966,483,483,966,966,161,161,966,322,483,138,138,46,161,138,7,483,161
971.0,0,1,194,485,97,485,970,97,194,485,970,970,485,97,194,485,97,485,970,485,485,485,485,485,970,485,194,485,97,970,970,970,194,970,970,485,485,485,970,485,970,970,970,970,970,485,970,485,485,97,970,485,97,97,970,194,194,485,485,970,485,485,485,485,97,5,485,970,485,485,970,970,970,970,970,97,485,970,970,194,485,485,485,485,485,485,485,970,485,485,970,97,485,970,970,485,970,485,194,194
977.0,0,1,488,976,244,976,976,488,488,488,976,488,976,976,61,488,122,488,244,976,976,976,244,976,976,488,976,976,488,488,244,122,488,976,122,976,488,976,976,122,976,976,976,244,488,976,976,244,976,244,244,976,16,976,976,976,244,122,244,976,488,61,488,61,244,122,976,61,488,488,976,488,122,976,976,976,976,61,488,976,16,244,976,488,976,976,488,976,122,61,976,976,976,976,488,122,976,976,488,244
983.0,0,1,491,491,491,982,491,491,491,491,982,982,491,982,491,982,491,982,491,491,982,491,982,491,491,491,982,491,491,982,982,491,491,982,982,982,491,491,491,982,982,491,491,491,982,982,491,491,491,491,491,982,982,491,491,491,491,491,982,491,982,982,491,491,491,491,982,491,982,491,982,982,491,982,491,491,491,982,982,491,982,491,491,982,491,491,491,982,982,491,982,982,491,491,491,982,491,982,491,982
991.0,0,1,495,330,495,495,990,990,165,165,495,990,990,495,330,90,495,66,9,495,165,495,990,990,66,495,165,110,990,165,198,99,99,99,990,110,495,330,55,198,99,990,11,495,22,495,22,330,990,495,11,55,9,495,990,18,198,990,495,45,110,33,495,990,165,33,45,495,990,495,18,15,55,990,90,990,495,33,330,165,495,165,110,990,45,990,15,110,990,990,495,198,990,90,990,15,990,330,99,990
997.0,0,1,332,166,166,332,332,996,332,83,166,996,83,249,498,332,83,996,332,249,332,996,498,249,332,166,996,166,996,996,83,166,332,996,249,498,166,332,996,498,83,996,249,996,996,332,996,996,166,498,332,996,498,498,332,498,249,498,249,249,332,996,332,996,166,996,249,83,996,498,996,498,332,249,83,83,498,498,996,249,332,83,498,166,996,249,498,996,249,498,166,12,498,83,498,996,332,166,996,996
1009.0,0,1,504,168,252,504,252,252,168,84,252,1008,504,48,56,252,126,1008,504,48,56,504,1008,336,42,252,1008,56,63,504,504,1008,504,1008,1008,168,126,72,1008,112,126,36,21,48,112,504,1008,336,504,126,168,1008,1008,1008,126,1008,504,336,18,112,42,336,16,63,84,1008,1008,126,336,336,63,504,56,336,14,504,1008,336,1008,1008,504,42,56,1008,504,1008,1008,18,1008,1008,126,1008,1008,144,1008,1008,252,1008,504,1008
1013.0,0,1,92,1012,46,1012,253,1012,92,506,253,46,1012,506,253,506,23,1012,1012,253,1012,506,92,46,506,506,1012,1012,1012,1012,1012,1012,92,1012,253,506,253,1012,1012,1012,506,1012,1012,506,23,4,92,1012,1012,506,1012,506,253,506,506,1012,506,1012,253,1012,253,1012,253,1012,46,44,506,1012,1012,1012,1012,506,1012,506,506,1012,506,1012,506,506,1012,253,253,253,253,506,1012,506,92,253,46,1012,23,506,253,92,253,253,1012,253
1019.0,0,1,1018,509,509,509,1018,1018,1018,509,1018,509,509,1018,509,509,509,509,1018,509,509,1018,1018,509,1018,509,509,509,1018,509,1018,509,1018,509,1018,1018,509,1018,1018,1018,1018,1018,509,509,509,509,1018,1018,509,509,1018,509,1018,1018,1018,509,509,509,1018,1018,509,1018,1018,1018,509,1018,1018,1018,509,509,509,1018,1018,509,509,509,509,1018,509,509,509,509,509,1018,1018,509,1018,509,1018,509,1018,509,509,509,509,509,1018,509,1018,509
1021.0,0,1,340,34,170,255,340,340,340,17,1020,255,85,68,85,510,85,510,340,204,510,340,1020,255,340,255,10,34,340,510,1020,1020,68,510,1020,1020,170,1020,510,68,1020,102,170,1020,510,255,1020,255,170,170,1020,255,340,1020,340,255,170,204,204,1020,255,510,51,340,170,1020,1020,15,255,510,255,85,340,85,510,510,1020,1020,85,170,51,17,1020,102,340,170,51,255,204,51,1020,85,510,1020,1020,1020,68,204,340,255
1031.0,0,1,515,515,515,515,515,206,515,515,103,515,515,515,1030,103,515,206,515,206,515,1030,515,515,515,515,103,515,1030,103,515,206,103,515,1030,1030,515,1030,1030,103,515,1030,1030,515,515,515,515,515,103,103,515,1030,515,515,515,515,1030,1030,515,1030,515,1030,1030,1030,515,515,515,206,1030,515,206,1030,103,515,1030,515,1030,1030,515,1030,515,515,206,515,1030,1030,515,515,103,1030,515,1030,515,1030,515,1030,515,515,515,515
1033.0,0,1,258,516,129,1032,172,172,86,258,1032,1032,516,1032,12,344,129,516,129,129,344,129,1032,1032,516,516,1032,172,516,1032,1032,516,258,344,172,1032,86,86,86,344,1032,516,86,516,344,1032,344,1032,172,86,172,258,344,344,516,516,172,516,1032,1032,1032,172,172,516,43,516,1032,1032,516,1032,1032,1032,129,344,129,129,129,1032,1032,1032,1032,129,516,516,129,344,516,344,1032,344,344,1032,1032,258,1032,344,516,1032,129,1032
1039.0,0,1,519,1038,519,173,1038,519,173,519,519,1038,346,519,173,1038,519,519,173,519,519,346,1038,346,1038,173,173,346,519,519,1038,1038,519,519,519,519,519,173,519,346,173,346,1038,519,346,519,1038,519,1038,519,519,1038,519,1038,1038,1038,519,1038,173,346,346,346,346,519,173,519,173,519,173,519,173,1038,519,1038,519,1038,173,346,1038,519,519,519,1038,519,1038,519,519,346,1038,1038,173,519,1038,173,519,519,346,346,519,346
1049.0,0,1,262,1048,131,524,1048,1048,262,524,524,524,1048,262,1048,1048,131,1048,524,131,524,131,524,1048,1048,262,131,1048,1048,262,1048,1048,262,1048,1048,1048,524,1048,262,1048,524,1048,262,262,524,262,1048,1048,1048,524,131,524,262,131,1048,262,1048,1048,131,524,1048,131,1048,1048,131,524,1048,1048,1048,262,1048,1048,524,262,1048,1048,131,1048,1048,524,524,262,1048,1048,131,1048,131,1048,524,1048,131,1048,1048,524,1048,524,1048,262,524,262
1051.0,0,1,350,210,175,525,525,1050,350,105,1050,525,1050,1050,75,350,175,1050,1050,210,105,75,1050,1050,525,525,525,70,210,525,175,1050,70,1050,525,350,525,1050,525,175,1050,1050,1050,175,105,525,75,1050,1050,525,150,175,1050,35,175,25,525,21,1050,1050,70,525,525,350,175,150,525,525,1050,25,175,1050,1050,1050,525,150,1050,1050,350,75,75,105,75,525,105,30,350,350,150,105,1050,175,1050,175,75,350,21,75,1050,175
1061.0,0,1,1060,1060,530,265,265,265,1060,530,212,530,1060,212,20,1060,265,212,212,265,530,1060,1060,530,106,265,530,1060,530,20,265,106,212,1060,265,53,265,53,1060,265,1060,530,265,1060,265,530,1060,265,1060,265,1060,530,1060,265,530,530,1060,212,106,212,1060,212,1060,106,530,1060,106,530,1060,212,1060,1060,1060,212,1060,212,106,530,1060,1060,265,265,1060,106,212,1060,106,265,212,1060,1060,1060,53,1060,1060,265,265,530,1060,265
1063.0,0,1,531,1062,531,354,1062,9,177,531,1062,531,118,177,531,531,531,59,177,531,1062,1062,531,531,1062,177,531,354,59,1062,531,1062,531,1062,531,1062,531,177,59,1062,354,354,354,354,177,1062,531,531,1062,9,531,1062,531,1062,1062,1062,531,354,1062,354,177,1062,1062,177,177,354,354,531,531,1062,1062,59,531,531,531,1062,531,531,1062,1062,1062,531,1062,531,1062,354,1062,531,531,177,118,531,177,531,177,1062,354,531,177,59
1069.0,0,1,356,534,178,267,1068,1068,356,267,1068,1068,267,534,534,534,89,267,1068,534,534,356,534,1068,1068,267,1068,178,1068,89,1068,356,356,1068,12,356,534,178,1068,89,1068,1068,89,1068,1068,89,267,1068,534,534,1068,178,267,267,356,1068,267,89,356,178,267,1068,89,1068,178,178,267,534,534,356,178,534,1068,356,356,178,267,178,356,267,267,267,534,1068,356,89,3,6,267,534,356,1068,1068,1068,534,178,1068,534,1068,356
1087.0,0,1,543,1086,543,362,362,362,181,543,1086,362,1086,1086,1086,543,543,181,543,362,1086,543,1086,362,1086,181,362,362,1086,1086,181,1086,543,543,543,181,181,362,1086,543,362,543,181,543,1086,1086,1086,362,362,181,543,1086,1086,1086,1086,181,362,543,1086,1086,543,1086,1086,1086,181,543,181,1086,543,543,543,543,543,543,1086,1086,1086,181,543,543,1086,543,181,543,543,362,543,181,362,1086,1086,543,1086,181,1086,181,1086,1086,543,1086
1091.0,0,1,1090,109,545,109,1090,545,1090,109,1090,545,545,109,1090,109,545,1090,1090,545,545,545,1090,545,1090,109,1090,109,109,1090,1090,545,218,545,109,545,545,1090,218,109,1090,545,1090,1090,109,109,1090,109,545,545,1090,1090,545,1090,1090,545,1090,545,545,1090,545,1090,1090,545,545,109,1090,218,1090,545,1090,545,1090,545,545,109,545,545,1090,10,545,109,218,1090,109,1090,109,1090,1090,1090,1090,545,545,5,1090,545,218,109,1090,545
1093.0,0,1,364,7,182,1092,364,273,364,7,273,13,182,39,1092,1092,91,84,364,1092,1092,273,364,91,364,546,1092,7,546,273,273,182,364,91,273,364,182,364,273,273,546,1092,1092,1092,182,1092,364,91,91,273,84,84,546,1092,364,1092,156,1092,1092,364,1092,546,364,273,182,1092,364,546,1092,91,91,1092,364,546,13,546,1092,273,1092,1092,1092,7,546,1092,78,546,546,273,364,546,273,91,182,182,364,182,364,1092,1092,91
1097.0,0,1,274,1096,137,1096,1096,1096,274,548,1096,1096,1096,1096,1096,274,137,548,548,1096,1096,274,1096,548,1096,548,1096,1096,1096,548,137,1096,274,274,548,548,548,1096,1096,274,1096,274,137,1096,1096,1096,548,548,1096,548,548,1096,1096,274,1096,548,1096,548,548,274,274,548,1096,1096,137,548,137,548,548,1096,548,274,548,274,1096,1096,1096,548,137,8,1096,274,137,1096,274,1096,1096,1096,1096,1096,1096,548,548,137,548,274,1096,1096,548,1096
1103.0,0,1,29,551,29,1102,551,1102,29,551,1102,1102,551,1102,1102,1102,29,19,551,1102,1102,1102,1102,551,551,551,1102,551,1102,551,1102,1102,29,1102,551,551,551,551,1102,1102,1102,551,1102,551,1102,1102,551,551,551,551,551,551,1102,551,551,551,1102,1102,551,1102,1102,551,1102,1102,29,551,1102,551,551,29,551,1102,551,551,551,551,1102,551,1102,58,1102,551,551,551,1102,1102,551,551,1102,1102,1102,551,551,1102,551,551,551,551,551,1102
1109.0,0,1,1108,1108,554,554,277,1108,1108,554,1108,554,1108,277,277,1108,277,554,1108,277,277,554,1108,1108,554,277,1108,1108,1108,277,554,1108,1108,1108,1108,1108,277,554,1108,1108,1108,554,1108,1108,277,277,554,554,1108,554,1108,1108,554,277,554,277,554,1108,1108,1108,1108,1108,277,1108,554,554,554,277,277,277,554,1108,1108,1108,1108,1108,554,1108,277,1108,554,277,1108,277,277,277,554,1108,1108,1108,1108,1108,1108,554,1108,554,277,1108,1108,277
1117.0,0,1,1116,93,558,372,1116,558,372,93,558,12,558,31,1116,372,279,1116,1116,372,1116,558,558,18,124,186,1116,31,93,1116,558,279,1116,372,93,1116,558,62,279,93,31,279,1116,1116,1116,124,124,186,279,279,1116,1116,558,558,1116,186,1116,124,31,1116,1116,279,1116,558,186,372,558,1116,1116,558,279,1116,372,1116,1116,62,1116,1116,1116,279,1116,93,1116,558,93,279,31,1116,31,31,558,558,279,279,1116,31,1116,279,124,124
1123.0,0,1,1122,1122,561,374,17,11,374,561,561,374,1122,66,1122,51,561,187,1122,561,1122,1122,561,561,561,187,17,374,561,1122,374,374,1122,3,6,374,17,1122,22,561,187,561,187,187,1122,1122,374,1122,374,11,1122,1122,1122,561,561,187,374,1122,187,561,33,561,561,561,187,51,374,561,561,1122,561,1122,1122,374,187,1122,561,374,1122,561,1122,561,1122,374,1122,34,1122,561,187,33,51,66,561,561,51,1122,561,374,1122,1122
1129.0,0,1,564,564,282,282,282,564,188,282,564,1128,188,1128,94,564,141,1128,188,376,47,94,1128,188,141,141,1128,188,564,1128,47,8,564,1128,376,188,141,376,1128,1128,564,1128,564,282,376,47,282,282,564,282,188,376,376,141,141,1128,141,1128,376,376,564,376,1128,564,94,1128,376,376,1128,282,141,564,564,1128,1128,188,1128,376,376,188,282,141,376,1128,141,376,188,376,1128,376,564,376,564,1128,188,1128,94,47,564,376
1151.0,0,1,575,575,575,575,115,115,575,575,575,575,575,46,575,115,575,1150,575,230,575,575,575,1150,575,575,1150,575,575,575,575,1150,115,575,1150,575,115,575,1150,1150,575,1150,115,115,575,575,1150,115,575,115,575,1150,1150,575,575,575,575,1150,115,575,575,1150,1150,575,575,1150,575,575,1150,1150,575,1150,575,1150,575,575,1150,575,230,1150,115,575,1150,575,575,1150,575,575,115,230,115,10,50,230,575,50,575,1150,575,115
1153.0,0,1,288,576,144,1152,576,384,96,288,1152,576,192,192,1152,1152,72,1152,48,1152,384,1152,192,72,576,576,576,192,1152,576,384,1152,288,96,1152,144,288,384,128,72,1152,576,1152,64,576,384,288,36,576,192,64,1152,576,12,576,384,384,128,192,384,1152,384,128,1152,48,1152,72,16,384,576,288,128,72,1152,1152,8,1152,1152,288,128,1152,144,64,1152,384,288,576,12,576,576,1152,128,48,128,288,96,192,9,576,576
1163.0,0,1,166,581,83,1162,1162,1162,166,581,581,581,581,1162,581,166,83,1162,1162,1162,1162,1162,1162,1162,1162,581,581,581,1162,1162,83,1162,166,581,581,581,581,581,581,1162,581,1162,581,581,7,1162,581,581,581,581,1162,166,1162,1162,1162,1162,581,166,581,83,166,581,581,166,83,581,1162,1162,1162,166,1162,1162,1162,1162,1162,581,1162,166,581,581,1162,581,581,1162,1162,581,1162,1162,1162,1162,581,581,1162,1162,1162,581,1162,581,1162,581
1171.0,0,1,1170,234,585,45,15,234,390,117,1170,390,1170,65,45,390,585,585,1170,585,39,39,585,195,585,45,1170,78,390,234,45,585,234,585,390,1170,15,1170,390,90,1170,65,1170,1170,1170,585,1170,195,390,117,130,1170,585,130,585,1170,585,1170,195,117,234,117,1170,234,195,585,390,15,117,1170,5,585,1170,585,585,1170,585,585,195,1170,585,117,1170,1170,45,195,13,117,195,234,130,90,117,390,1170,39,117,130,130,1170
1181.0,0,1,236,20,118,590,295,1180,236,10,1180,59,1180,1180,295,1180,59,295,1180,236,295,590,236,590,590,295,590,20,1180,1180,590,1180,236,1180,1180,236,295,590,59,295,1180,295,1180,1180,118,295,1180,590,1180,590,1180,1180,1180,590,590,590,590,590,295,590,1180,59,590,236,118,1180,295,1180,590,1180,118,590,1180,1180,1180,236,236,1180,1180,1180,590,5,1180,1180,295,590,590,590,236,236,1180,295,295,295,1180,1180,295,1180,1180,590
1187.0,0,1,1186,593,593,1186,1186,1186,1186,593,593,593,593,593,593,1186,593,1186,1186,1186,1186,1186,1186,593,1186,593,1186,593,1186,1186,593,1186,1186,593,593,593,593,593,593,593,593,593,593,593,593,1186,1186,1186,593,593,1186,1186,593,1186,1186,1186,593,1186,593,1186,1186,1186,593,1186,593,1186,1186,593,1186,593,1186,593,1186,593,1186,593,1186,1186,1186,1186,1186,593,1186,1186,1186,593,1186,1186,1186,1186,593,1186,593,1186,593,593,1186,1186,1186,593
1193.0,0,1,298,1192,149,1192,1192,1192,298,596,1192,298,1192,596,1192,298,149,1192,596,1192,1192,149,149,1192,1192,596,596,1192,1192,596,149,1192,298,1192,1192,596,596,596,1192,1192,1192,596,298,1192,298,1192,1192,298,1192,596,596,149,596,1192,1192,1192,1192,149,596,1192,298,149,1192,1192,149,1192,1192,298,1192,149,596,298,596,596,596,1192,1192,1192,1192,298,1192,298,596,596,149,596,1192,1192,149,298,1192,1192,1192,596,149,596,1192,1192,596,596
1201.0,0,1,300,300,150,600,15,8,100,150,200,1200,100,400,600,40,75,1200,100,200,600,600,1200,400,150,300,1200,100,600,1200,600,1200,60,1200,1200,300,15,1200,120,1200,600,240,120,600,80,600,1200,400,300,4,75,240,1200,400,150,400,200,600,400,100,600,300,400,600,50,1200,400,600,400,1200,50,1200,300,1200,400,150,600,1200,1200,600,40,75,1200,80,200,400,200,80,1200,100,24,400,1200,400,1200,15,25,240,75,400
1213.0,0,1,1212,303,606,1212,1212,303,404,303,202,606,202,101,1212,404,303,404,404,606,1212,303,404,1212,1212,606,1212,101,202,303,606,303,1212,202,303,404,606,404,1212,303,303,1212,404,303,303,1212,303,12,303,303,1212,1212,606,606,1212,1212,1212,606,404,1212,1212,404,1212,101,202,1212,1212,1212,1212,1212,606,303,1212,404,606,606,101,202,1212,404,404,303,202,303,606,303,404,101,1212,1212,606,303,404,303,303,404,404,303,404,606
1217.0,0,1,152,1216,76,1216,1216,1216,152,608,1216,1216,1216,1216,1216,304,38,1216,608,76,1216,32,1216,1216,1216,608,1216,1216,1216,608,304,76,152,304,1216,304,608,304,152,152,1216,1216,608,608,1216,1216,1216,304,1216,608,608,152,1216,1216,1216,608,1216,1216,32,1216,304,608,152,1216,76,608,304,1216,1216,304,304,304,608,608,304,1216,19,304,4,304,1216,304,1216,1216,608,608,608,1216,1216,1216,1216,152,1216,1216,304,1216,1216,304,608,1216
1223.0,0,1,611,47,611,1222,611,611,611,47,1222,611,611,611,611,1222,611,611,611,1222,1222,611,611,1222,611,611,611,47,611,611,1222,1222,611,611,611,1222,611,1222,1222,611,1222,94,611,611,611,1222,1222,1222,611,611,611,611,611,611,611,1222,611,26,611,47,1222,611,1222,611,611,1222,611,1222,611,1222,1222,1222,611,611,1222,611,94,611,611,1222,1222,47,1222,1222,611,94,611,611,611,1222,1222,611,1222,1222,1222,611,611,1222,611,611
1229.0,0,1,1228,1228,614,614,307,614,1228,614,1228,1228,1228,1228,1228,1228,307,1228,1228,1228,307,1228,614,1228,614,307,307,1228,307,1228,614,307,1228,307,307,307,307,1228,307,614,1228,614,614,614,1228,307,614,307,1228,307,1228,614,1228,307,614,1228,1228,614,614,614,1228,307,1228,307,614,1228,1228,307,1228,307,1228,1228,1228,614,614,1228,1228,1228,1228,307,614,307,1228,1228,1228,1228,1228,307,307,307,1228,1228,1228,1228,1228,1228,307,614,1228,1228
1231.0,0,1,615,1230,615,615,246,615,205,615,41,41,410,205,205,410,615,82,205,205,615,82,615,1230,1230,615,615,410,615,123,1230,205,123,1230,1230,123,123,615,615,246,615,615,1230,615,615,615,410,1230,1230,615,615,615,615,1230,1230,15,615,1230,205,410,246,1230,615,615,205,123,246,1230,1230,205,615,1230,615,82,205,1230,615,615,1230,82,205,615,205,410,1230,1230,41,410,205,410,615,615,1230,246,1230,615,410,1230,615,615
1237.0,0,1,1236,309,618,1236,1236,1236,412,309,206,206,206,412,618,412,309,309,412,1236,1236,1236,1236,309,1236,618,618,103,412,1236,618,309,1236,618,1236,206,618,103,206,1236,309,412,206,1236,309,1236,1236,1236,309,618,1236,309,1236,1236,1236,1236,309,412,206,309,1236,412,412,412,206,618,1236,1236,206,309,1236,103,1236,618,1236,618,1236,1236,618,309,412,309,618,206,1236,412,618,412,412,206,618,618,206,103,206,618,412,618,412,618
1249.0,0,1,156,208,78,624,624,1248,52,104,208,1248,624,624,1248,39,39,78,312,1248,624,1248,416,416,208,312,624,208,416,1248,52,624,156,1248,12,416,312,312,416,156,624,1248,1248,1248,1248,624,96,156,624,624,312,624,208,416,624,1248,1248,96,416,1248,78,1248,624,1248,26,104,416,1248,13,416,1248,1248,104,156,312,624,96,13,78,39,208,52,416,13,416,208,32,1248,1248,1248,208,1248,1248,3,6,1248,624,312,16,1248
1259.0,0,1,1258,629,629,629,1258,629,1258,629,1258,1258,629,1258,1258,629,629,629,74,1258,629,629,629,629,1258,629,37,629,629,74,74,1258,1258,1258,1258,629,629,629,629,1258,1258,74,74,629,1258,629,1258,1258,629,629,74,17,1258,629,1258,1258,1258,1258,629,1258,629,629,629,629,629,1258,629,629,629,629,74,629,1258,629,1258,629,1258,1258,17,629,629,629,629,17,629,629,1258,1258,629,1258,1258,34,629,1258,629,1258,1258,629,74,1258
1277.0,0,1,1276,1276,638,1276,638,1276,1276,638,638,319,116,319,638,638,319,319,1276,319,1276,58,1276,319,319,638,1276,1276,1276,319,116,1276,1276,116,1276,638,319,44,1276,1276,319,44,1276,1276,638,1276,1276,638,1276,638,1276,1276,638,116,319,1276,319,1276,1276,44,319,319,319,1276,638,1276,638,319,638,44,1276,1276,1276,638,638,116,638,1276,638,58,1276,319,638,1276,319,1276,638,1276,1276,1276,319,1276,22,319,1276,1276,638,58,1276,638
1279.0,0,1,639,1278,639,639,1278,639,213,639,639,426,426,1278,639,1278,639,639,213,426,213,1278,1278,639,1278,639,1278,426,213,1278,426,1278,639,639,71,639,639,639,1278,639,639,639,426,71,1278,213,639,639,1278,639,213,142,142,213,1278,1278,639,639,426,639,1278,1278,1278,213,213,1278,639,1278,639,1278,213,426,639,639,213,426,1278,1278,71,639,639,639,71,639,1278,71,639,213,426,1278,639,1278,71,639,71,1278,426,639,213,1278
1283.0,0,1,1282,641,641,1282,1282,1282,1282,641,641,641,641,641,641,1282,641,641,1282,641,1282,1282,1282,1282,1282,641,1282,641,1282,641,641,641,1282,641,1282,641,641,641,1282,641,641,1282,641,1282,641,1282,641,1282,641,641,1282,641,641,641,1282,1282,641,641,1282,641,1282,1282,1282,1282,641,1282,1282,1282,641,1282,1282,1282,1282,1282,1282,641,641,1282,1282,1282,1282,641,641,1282,1282,1282,641,641,1282,1282,641,1282,1282,641,641,1282,1282,641,1282,641
1289.0,0,1,161,184,161,644,1288,322,161,92,92,1288,1288,1288,322,1288,161,184,644,644,644,1288,1288,23,1288,322,1288,184,322,161,184,644,161,161,1288,644,644,1288,644,322,644,161,1288,184,1288,161,161,1288,1288,161,322,46,1288,644,1288,1288,46,1288,161,1288,1288,1288,92,644,161,1288,161,644,1288,184,644,1288,644,644,1288,1288,92,1288,322,7,644,46,161,46,1288,1288,1288,1288,184,1288,23,1288,161,1288,1288,322,1288,1288,161,1288
1291.0,0,1,1290,1290,645,215,215,645,430,645,1290,258,1290,645,1290,1290,645,645,258,129,645,430,215,1290,129,215,430,430,215,1290,43,258,258,645,430,645,215,645,430,258,86,645,129,86,1290,645,645,43,430,645,258,258,129,86,645,1290,258,1290,645,645,1290,1290,645,645,215,129,1290,43,129,215,258,215,1290,645,1290,1290,645,430,645,645,645,645,258,215,1290,129,645,215,645,645,1290,43,430,215,1290,645,645,1290,86,430
1297.0,0,1,648,162,324,144,8,648,216,81,1296,432,324,216,108,1296,162,1296,648,324,1296,648,1296,162,648,72,324,54,648,1296,144,1296,648,1296,144,1296,4,1296,72,648,432,432,324,1296,1296,1296,72,648,27,324,324,1296,648,324,648,216,81,324,432,1296,1296,24,1296,216,108,432,432,216,1296,81,432,72,648,144,432,648,81,1296,108,1296,1296,81,1296,48,216,648,432,1296,144,1296,1296,324,324,432,81,1296,648,216,648,1296
1301.0,0,1,1300,1300,650,650,325,1300,1300,650,1300,130,260,325,650,1300,325,325,1300,650,325,325,1300,650,650,325,1300,1300,1300,130,130,260,260,1300,1300,1300,325,1300,1300,1300,1300,260,260,130,25,325,1300,650,1300,650,1300,4,650,50,130,325,325,52,1300,650,1300,650,325,1300,650,650,650,1300,650,260,325,20,1300,1300,325,52,325,1300,13,1300,130,325,650,260,50,50,1300,1300,1300,325,1300,100,325,650,1300,325,325,1300,1300,325
1303.0,0,1,651,434,651,62,1302,1302,217,217,1302,62,1302,93,1302,217,651,434,651,186,1302,93,1302,651,434,31,651,434,62,1302,651,1302,651,217,1302,651,651,1302,1302,1302,434,651,651,434,1302,434,217,186,1302,651,651,31,7,1302,186,31,1302,651,1302,1302,651,217,186,1302,217,186,651,217,186,1302,651,1302,31,1302,434,434,434,21,1302,217,1302,217,93,651,217,217,1302,651,434,651,1302,1302,651,651,1302,3,6,1302,7,434
