,0
0,0.6243494517352219
1,1.2996908282223723
2,3.967111154688876
3,2.3196637365047383
4,2.242263070967564
5,3.6335569043226257
6,4.7943506457273255
7,0.4887801219112922
8,-0.989423993223835
9,-1.7662685840713948
10,4.146501582492574
11,4.533465477271024
12,2.1645893476388403
13,2.6128327865501944
14,2.9309143940279028
15,7.74679939819935
16,2.361420779478283
17,3.938515469299266
18,4.651637517785234
19,5.316050942135828
