,0
0,0.660351894143651
1,0.658696674716126
2,0.3964732142105802
3,0.35857769486762525
4,0.34842892842061735
5,0.10477733288198865
6,0.10899351395195153
7,0.10727280569992423
8,0.10714064605647713
9,0.09673810291366311
10,0.12564058019369273
11,0.10417847854348819
12,0.07333973283317181
13,0.07537626166798392
14,0.05897717282312156
15,0.05997137129193504
16,0.10374327094144979
17,0.058009256653123654
18,0.059926684940446374
19,0.054088076305835384
20,0.05208313154145635
21,0.060964809530270524
22,0.052531653656426244
23,0.048211046920869235
24,0.05751913340194807
25,0.05393905104026018
26,0.04914188704874052
27,0.054164536140059616
28,0.055567993589755574
29,0.05543446765574511
30,0.049416810196036526
31,0.049197908743790694
32,0.042172961734014525
33,0.03488041265069954
34,0.034490148338731735
35,0.035361001394537815
36,0.02733659249178777
37,0.04722696632117146
38,0.04489592116470949
39,0.028817509058117984
40,0.022913626284958306
41,0.02388708138001403
42,0.02388606450966075
43,0.0235475242909636
44,0.021131940565044714
45,0.019355186613287594
46,0.014786397304770455
47,0.014832822709955737
48,0.014428254751891651
49,0.014187269994852614
50,0.013647481794063773
51,0.012588018587310785
52,0.01265069291203339
53,0.01254086418194848
54,0.013257529470532724
55,0.013169997349929474
56,0.01166783907361853
57,0.013114179195640629
58,0.012254207496221218
59,0.010692237421886668
60,0.010813220455157684
61,0.012811503417828458
62,0.011993414883018269
63,0.01195678563685221
64,0.011955736537557271
65,0.011433621626921669
66,0.011456061233992237
67,0.012676654722808833
68,0.01181325588485578
69,0.011832482268558448
70,0.011548070460936453
71,0.014431926821507485
72,0.01309632920726805
73,0.012759743060403079
74,0.012732811430712764
75,0.012768092674739124
76,0.012395955387629675
77,0.012586568202097798
78,0.01259257890361672
79,0.011634328969325777
80,0.010711962687974794
81,0.010720186588199343
82,0.010751262871952692
83,0.010766922618262837
84,0.010732892758909568
85,0.010697863888391699
86,0.0103628598090683
87,0.010300852444159955
88,0.010035966238824415
89,0.009920630331619143
90,0.009930126457549773
91,0.00993591777739301
92,0.009429468233726836
93,0.009261403080010663
94,0.009298436345503121
95,0.009343552579362601
96,0.009448753814846996
97,0.008882075106599076
98,0.008970696647343913
99,0.008965802172706292
100,0.008814714582738971
101,0.008687761353893993
102,0.008525773918303387
103,0.008518843263133648
104,0.008486818311086105
105,0.008409468525987455
106,0.008185624673448752
107,0.00817825302051461
108,0.007982561414118338
109,0.00778430112253724
110,0.007677943899087375
111,0.007546020283118142
112,0.007499637472480544
113,0.007450782903512999
114,0.0073230590084565296
115,0.007321109133113869
116,0.006976002176266524
117,0.006979578582037377
118,0.006928784893337869
119,0.006931244959381954
120,0.006736194456921259
121,0.006654713721457292
122,0.006622769697735981
123,0.006603159237686079
124,0.006635573649404747
125,0.00673333135633628
126,0.0067056056425003644
127,0.006701615710941791
128,0.006727539214804204
129,0.006691082320139929
130,0.006603791418707894
131,0.006602789583875619
132,0.006771311428765551
133,0.006708629721737747
134,0.006676084543571716
135,0.006607000068950722
136,0.006603923827007368
137,0.006591922651022142
138,0.006554311672378271
139,0.006550143540369398
140,0.006513384461362938
141,0.006512986360057443
142,0.00650809953412692
143,0.006436104231149584
144,0.006445892824958344
145,0.00629970186098996
146,0.006456494795512616
147,0.00626171663637746
148,0.006260038034906772
149,0.0062054735157192585
150,0.006205989825813158
151,0.006180833697391611
152,0.005828291712880293
153,0.005828674468592929
154,0.005959722925586415
155,0.005863033878617323
156,0.00586158664887792
157,0.006101496897912845
158,0.006212099140504046
159,0.006213520050122509
160,0.0061419121637510034
161,0.006136753791216678
162,0.006120181688411919
163,0.006133839736356636
164,0.006123829501772192
165,0.00607472882959926
166,0.005882266403640838
167,0.005874999748181986
168,0.0058532336217492435
169,0.005857672333576031
170,0.005824954688757427
171,0.005789983312495398
172,0.00579234548704634
173,0.005815312395336013
174,0.005848977679387787
175,0.0058339266475476
176,0.005780261459515575
177,0.005744300935518319
178,0.005732087472807672
179,0.005737061455814621
180,0.005676682451903661
181,0.0056719290159250105
182,0.005900590402938329
183,0.005901836339063625
184,0.005883707361418793
185,0.005872318927986011
186,0.005872258328238346
187,0.005863364016839265
188,0.005877639070036635
189,0.00592042079235898
190,0.005857422338653033
191,0.005853580030980379
192,0.005873184665710915
193,0.005905845140085317
194,0.005914145307663966
195,0.0059102624067987625
196,0.005923177082874746
197,0.005920934987275957
198,0.005917043247320103
199,0.0061626648226710485
200,0.006214190737248344
201,0.006276998522186857
202,0.006182340338339555
203,0.0060393890810264295
204,0.006045901406713003
205,0.00604511452138604
206,0.006020811924507873
207,0.006018780583250642
208,0.0058949442458785094
209,0.00587343324295743
210,0.005935497016965571
211,0.005842593365092484
212,0.005834637114619633
213,0.005789944813497415
214,0.005882998196494614
215,0.005881324275213865
216,0.005885832482034285
217,0.005838601834217948
218,0.005729966029723452
219,0.005724372261956614
220,0.005738586746496313
221,0.005727401238375587
222,0.005709464710326034
223,0.00564786666383509
224,0.00559317731234735
225,0.005611842660595559
226,0.005615208414881959
227,0.005623815444189668
228,0.005709036665853732
229,0.005705574958566542
230,0.005705523641731251
231,0.005707420969603312
232,0.0057294612750205896
233,0.005821108128589318
234,0.00586746258747525
235,0.005868572502163079
236,0.0058495543514592895
237,0.005812569287943821
238,0.005802628197887835
239,0.005912307553212225
240,0.005893002671459498
241,0.005872478688608263
242,0.005873112950860973
243,0.00587143105095924
244,0.005912129696907238
245,0.005886851829655353
246,0.005894808518963749
247,0.005892671762759661
248,0.005902753355168892
249,0.005884511997790066
